Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2013-09-08,1,1,24,38.0,256.0,63.2,6.7,1,1,26.0,5.0,52.1,37.0,6.0,47,7.8,0.0,13.0
2013-09-12,0,0,15,35.0,214.0,42.9,6.1,0,3,37.0,4.0,52.1,20.8,3.0,17,5.7,0.0,16.0
2013-09-22,1,1,16,29.0,331.0,55.2,11.4,2,2,69.0,0.0,72.9,77.1,4.0,14,3.5,1.0,8.0
2013-09-29,0,0,23,34.0,289.0,67.6,8.5,1,2,36.0,5.0,60.4,3.7,3.0,7,2.3,0.0,16.0
2013-10-07,0,1,16,20.0,199.0,80.0,10.0,3,0,47.0,4.0,64.6,75.0,3.0,21,7.0,0.0,8.0
2013-10-13,1,0,19,34.0,201.0,55.9,5.9,0,2,29.0,3.0,47.9,7.9,3.0,8,2.7,0.0,9.0
2013-10-20,1,1,17,33.0,233.0,51.5,7.1,1,1,27.0,4.0,56.3,65.4,6.0,32,5.3,1.0,14.0
2013-10-27,0,0,20,30.0,159.0,66.7,5.3,0,2,26.0,3.0,47.9,16.6,2.0,8,4.0,0.0,5.0
2013-11-03,1,1,8,19.0,115.0,42.1,6.1,0,0,44.0,2.0,52.1,24.8,6.0,18,3.0,1.0,6.0
2013-11-17,0,0,8,23.0,103.0,34.8,4.5,0,3,38.0,4.0,43.8,5.6,1.0,0,0.0,0.0,0.0
2013-11-24,0,0,9,22.0,127.0,40.9,5.8,0,2,30.0,3.0,47.9,5.6,3.0,6,2.0,0.0,5.0
2013-12-01,1,0,4,10.0,29.0,40.0,2.9,0,1,12.0,1.0,39.6,4.1,1.0,2,2.0,0.0,2.0
2013-12-08,1,1,16,25.0,219.0,64.0,8.8,1,1,32.0,1.0,60.4,78.8,5.0,50,10.0,1.0,32.0
2013-12-15,0,0,15,28.0,167.0,53.6,6.0,1,1,35.0,4.0,47.9,39.0,6.0,44,7.3,0.0,14.0
2013-12-22,1,1,20,36.0,214.0,55.6,5.9,2,0,22.0,0.0,47.9,88.1,10.0,48,4.8,1.0,17.0
2013-12-29,0,1,17,27.0,190.0,63.0,7.0,0,0,34.0,0.0,56.3,88.6,10.0,44,4.4,1.0,12.0
2014-09-07,1,1,23,28.0,221.0,82.1,7.9,1,1,26.0,2.0,96.6,30.4,10.0,38,3.8,0.0,17.0
2014-09-14,0,0,16,32.0,176.0,50.0,5.5,1,1,29.0,1.0,64.1,74.9,7.0,26,3.7,1.0,9.0
2014-09-22,1,0,26,43.0,316.0,60.5,7.3,1,2,51.0,3.0,71.5,34.7,3.0,20,6.7,0.0,11.0
2014-09-28,1,0,17,33.0,209.0,51.5,6.3,1,1,32.0,2.0,68.9,39.9,4.0,4,1.0,0.0,2.0
2014-10-05,0,0,4,12.0,27.0,33.3,2.3,0,1,9.0,0.0,7.6,4.5,1.0,3,3.0,0.0,3.0
2014-10-12,1,0,23,43.0,190.0,53.5,4.4,2,1,27.0,4.0,70.9,56.0,2.0,11,5.5,0.0,11.0
2014-10-16,0,0,20,34.0,226.0,58.8,6.6,1,0,28.0,3.0,88.6,69.9,7.0,37,5.3,0.0,10.0
2014-10-26,1,0,2,8.0,5.0,25.0,0.6,0,3,4.0,0.0,0.0,0.1,1.0,0,0.0,0.0,0.0
2014-11-24,1,0,10,12.0,89.0,83.3,7.4,0,0,28.0,2.0,97.6,39.2,2.0,4,2.0,0.0,4.0
2014-12-01,1,0,7,13.0,65.0,53.9,5.0,0,1,20.0,2.0,35.7,6.0,4.0,19,4.8,0.0,13.0
2014-12-07,0,0,18,29.0,254.0,62.1,8.8,1,1,45.0,3.0,87.4,73.0,6.0,33,5.5,0.0,18.0
2014-12-14,0,1,16,28.0,179.0,57.1,6.4,1,0,48.0,3.0,88.2,37.7,4.0,16,4.0,0.0,10.0
2014-12-21,1,0,17,27.0,210.0,63.0,7.8,1,1,26.0,2.0,83.9,42.2,3.0,9,3.0,0.0,6.0
2014-12-28,0,1,20,25.0,358.0,80.0,14.3,3,0,74.0,1.0,158.3,89.2,5.0,18,3.6,0.0,6.0
2015-11-01,0,0,27,42.0,265.0,64.3,6.3,2,1,28.0,3.0,87.9,56.9,2.0,34,17.0,0.0,29.0
2016-10-17,0,0,4,6.0,31.0,66.7,5.2,0,1,17.0,1.0,39.6,2.4,1.0,2,2.0,0.0,2.0
2016-10-23,1,1,4,8.0,95.0,50.0,11.9,1,0,69.0,2.0,132.8,36.1,1.0,7,7.0,0.0,7.0
2017-11-05,1,0,0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,39.6,5.0,1.0,-1,-1.0,0.0,-1.0
2017-12-03,0,0,21,34.0,212.0,61.8,6.2,1,0,47.0,3.0,89.3,40.6,3.0,13,4.3,0.0,10.0
2018-09-16,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,1.0,-1,-1.0,0.0,-1.0
2018-10-14,0,1,1,1.0,8.0,100.0,8.0,0,0,8.0,0.0,100.0,0.5,2.0,-2,-1.0,0.0,-1.0
2018-11-25,1,1,0,3.0,0.0,0.0,0.0,0,0,0.0,0.0,39.6,15.5,3.0,7,2.3,0.0,9.0
2018-12-02,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0
2018-12-30,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,2.0,-2,-1.0,0.0,-1.0
2020-12-13,1,1,4,5.0,33.0,80.0,6.6,0,0,14.0,1.0,94.2,3.9,2.0,-2,-1.0,0.0,0.0
2021-10-07,1,0,10,17.0,131.0,58.8,7.7,1,1,23.0,0.0,78.3,66.0,3.0,23,7.7,0.0,12.0
2021-10-17,0,0,23,32.0,209.0,71.9,6.5,1,0,41.0,5.0,99.6,30.7,1.0,-1,-1.0,0.0,-1.0
2021-10-25,1,0,12,22.0,167.0,54.6,7.6,1,0,84.0,5.0,94.3,29.7,3.0,12,4.0,0.0,12.0
2021-10-31,1,1,20,24.0,195.0,83.3,8.1,2,0,28.0,3.0,128.3,88.9,2.0,8,4.0,1.0,7.0
2022-01-01,1,1,18,29.0,183.0,62.1,6.3,2,0,41.0,4.0,103.1,56.6,5.0,18,3.6,0.0,11.0
2022-01-08,1,1,19,31.0,213.0,61.3,6.9,1,2,36.0,3.0,65.7,39.3,4.0,51,12.8,0.0,25.0
2022-09-12,1,1,23,28.0,195.0,82.1,7.0,2,0,38.0,2.0,119.5,75.0,6.0,14,2.3,0.0,14.0
2022-09-18,0,0,24,30.0,197.0,80.0,6.6,0,1,27.0,2.0,80.1,56.4,2.0,2,1.0,0.0,3.0
2022-09-25,1,0,32,44.0,325.0,72.7,7.4,2,1,36.0,2.0,99.1,61.1,2.0,-1,-0.5,0.0,2.0
2022-10-02,0,1,23,30.0,320.0,76.7,10.7,2,0,54.0,0.0,132.6,91.4,7.0,49,7.0,1.0,17.0
2022-10-09,0,0,16,25.0,268.0,64.0,10.7,3,0,50.0,3.0,139.7,78.3,3.0,13,4.3,0.0,13.0
2022-10-16,1,1,20,31.0,197.0,64.5,6.4,0,0,22.0,5.0,82.3,43.9,6.0,48,8.0,0.0,24.0
2022-10-23,0,1,20,27.0,210.0,74.1,7.8,2,1,28.0,2.0,105.5,63.5,4.0,7,1.8,0.0,9.0
2022-10-30,1,1,23,34.0,212.0,67.7,6.2,2,0,33.0,3.0,104.0,66.5,5.0,26,5.2,0.0,14.0
2022-11-06,0,1,26,34.0,275.0,76.5,8.1,2,1,51.0,2.0,106.9,80.0,6.0,38,6.3,0.0,18.0
2022-11-13,1,0,23,33.0,275.0,69.7,8.3,2,0,23.0,3.0,115.1,55.8,4.0,22,5.5,0.0,9.0
2022-11-27,1,0,27,37.0,328.0,73.0,8.9,2,1,35.0,3.0,106.6,47.0,5.0,22,4.4,0.0,18.0
2022-12-04,0,1,28,39.0,367.0,71.8,9.4,3,1,40.0,4.0,116.1,67.5,2.0,3,1.5,0.0,4.0
2022-12-11,1,0,21,36.0,264.0,58.3,7.3,3,2,38.0,3.0,85.9,58.8,3.0,20,6.7,0.0,13.0
2022-12-15,1,0,31,44.0,238.0,70.5,5.4,1,0,33.0,3.0,90.9,47.0,1.0,18,18.0,0.0,18.0
2022-12-24,0,0,25,40.0,215.0,62.5,5.4,1,1,39.0,2.0,74.5,51.0,3.0,16,5.3,0.0,9.0
2023-01-07,0,1,16,28.0,189.0,57.1,6.8,2,0,37.0,0.0,101.6,74.9,3.0,28,9.3,0.0,21.0
2023-09-10,1,0,16,26.0,112.0,61.5,4.3,1,0,28.0,2.0,84.1,45.6,1.0,6,6.0,0.0,6.0
2023-09-17,0,1,32,41.0,328.0,78.1,8.0,2,0,31.0,1.0,116.3,83.3,3.0,20,6.7,0.0,15.0
2023-09-24,1,1,23,36.0,296.0,63.9,8.2,1,1,36.0,2.0,87.3,55.5,4.0,-4,-1.0,0.0,-1.0
2023-10-02,0,1,13,20.0,110.0,65.0,5.5,1,0,23.0,2.0,95.8,38.0,0.0,0,0.0,0.0,0.0
2023-10-15,0,0,27,41.0,326.0,65.9,8.0,0,2,36.0,4.0,69.8,40.2,4.0,20,5.0,0.0,11.0
2023-10-22,1,1,18,24.0,219.0,75.0,9.1,2,1,31.0,2.0,113.0,67.0,6.0,10,1.7,0.0,5.0
2023-10-29,1,1,23,37.0,254.0,62.2,6.9,2,2,43.0,1.0,78.0,54.7,2.0,-3,-1.5,0.0,-1.0
2023-11-05,0,0,13,28.0,157.0,46.4,5.6,0,1,50.0,4.0,49.3,12.5,2.0,4,2.0,0.0,5.0
2023-11-12,1,1,31,47.0,369.0,66.0,7.9,2,0,64.0,1.0,103.9,48.1,1.0,13,13.0,0.0,13.0
2023-11-19,0,0,22,34.0,233.0,64.7,6.9,1,0,53.0,2.0,94.4,62.6,1.0,-1,-1.0,0.0,-1.0
2023-11-23,1,0,18,27.0,180.0,66.7,6.7,0,1,34.0,6.0,70.0,14.3,4.0,21,5.3,0.0,11.0
2023-11-30,0,0,23,41.0,334.0,56.1,8.1,3,1,73.0,0.0,97.0,91.8,2.0,6,3.0,1.0,5.0
2023-12-24,0,1,25,36.0,227.0,69.4,6.3,2,0,26.0,3.0,104.7,76.4,1.0,2,2.0,0.0,2.0
2023-12-31,1,0,23,33.0,290.0,69.7,8.8,1,0,33.0,1.0,106.9,75.8,3.0,33,11.0,0.0,25.0
2024-09-08,1,1,18,25.0,171.0,72.0,6.8,1,1,30.0,2.0,87.2,79.1,4.0,30,7.5,1.0,34.0
2024-09-15,0,1,33,44.0,327.0,75.0,7.4,1,0,56.0,3.0,103.1,70.9,5.0,8,1.6,0.0,5.0
2024-09-22,1,1,26,34.0,289.0,76.5,8.5,1,2,71.0,3.0,86.5,43.8,2.0,-2,-1.0,0.0,-1.0
2024-09-30,0,0,38,56.0,395.0,67.9,7.1,1,1,29.0,3.0,86.5,63.7,5.0,38,7.6,0.0,12.0
2024-10-06,1,0,28,40.0,284.0,70.0,7.1,1,0,33.0,7.0,98.3,54.7,4.0,72,18.0,0.0,32.0
