Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2021-01-02,0,0,17,27.0,193.0,63.0,7.1,1.0,3.0,40.0,2.0,57.1,25.8,2.0,16.0,8.0,0.0,15.0
2021-01-09,1,1,23,32.0,223.0,71.9,7.0,2.0,0.0,29.0,1.0,111.8,69.1,10.0,17.0,1.7,0.0,8.0
2021-09-12,0,0,28,51.0,332.0,54.9,6.5,3.0,3.0,41.0,1.0,70.1,20.2,1.0,-2.0,-2.0,0.0,-2.0
2021-09-19,1,0,14,33.0,118.0,42.4,3.6,1.0,2.0,25.0,1.0,37.2,27.4,2.0,21.0,10.5,0.0,11.0
2021-09-26,1,0,22,34.0,219.0,64.7,6.4,1.0,2.0,25.0,3.0,68.1,20.2,6.0,27.0,4.5,0.0,10.0
2021-09-30,0,0,17,24.0,204.0,70.8,8.5,0.0,0.0,52.0,1.0,96.5,84.7,8.0,36.0,4.5,1.0,11.0
2021-10-10,1,0,23,33.0,273.0,69.7,8.3,1.0,1.0,58.0,2.0,92.1,43.6,7.0,28.0,4.0,1.0,8.0
2021-10-17,1,1,25,41.0,319.0,61.0,7.8,1.0,0.0,29.0,2.0,93.4,74.0,2.0,11.0,5.5,0.0,12.0
2021-10-31,0,0,32,54.0,238.0,59.3,4.4,1.0,1.0,17.0,1.0,68.3,14.5,3.0,11.0,3.7,0.0,8.0
2021-11-07,1,1,15,26.0,118.0,57.7,4.5,0.0,0.0,23.0,2.0,69.1,42.4,3.0,4.0,1.3,0.0,3.0
2021-11-14,0,0,16,35.0,162.0,45.7,4.6,0.0,0.0,24.0,3.0,59.5,38.1,5.0,33.0,6.6,0.0,12.0
2021-11-21,1,0,16,25.0,158.0,64.0,6.3,0.0,0.0,22.0,3.0,81.8,36.9,3.0,23.0,7.7,0.0,10.0
2021-11-28,1,0,23,42.0,228.0,54.8,5.4,1.0,1.0,26.0,1.0,68.4,25.9,5.0,39.0,7.8,0.0,10.0
2021-12-05,0,0,16,28.0,145.0,57.1,5.2,0.0,0.0,28.0,2.0,71.3,39.0,4.0,10.0,2.5,0.0,9.0
2021-12-12,0,0,24,40.0,221.0,60.0,5.5,0.0,4.0,41.0,3.0,35.5,26.3,1.0,2.0,2.0,0.0,2.0
