Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2018-09-20,1,1,17,23.0,201.0,73.9,8.7,0.0,0.0,29.0,1.0,100.1,93.9,2.0,-2.0,-1.0,0.0,-1.0
2018-09-30,0,0,21,41.0,295.0,51.2,7.2,2.0,2.0,59.0,2.0,70.7,47.7,4.0,10.0,2.5,0.0,7.0
2018-10-07,1,1,25,43.0,342.0,58.1,8.0,1.0,1.0,39.0,5.0,81.7,31.4,2.0,23.0,11.5,0.0,13.0
2018-10-14,1,0,22,46.0,238.0,47.8,5.2,1.0,2.0,32.0,5.0,52.6,13.9,2.0,8.0,4.0,0.0,6.0
2018-10-21,0,0,23,34.0,215.0,67.6,6.3,2.0,0.0,23.0,5.0,104.4,15.9,4.0,43.0,10.8,0.0,35.0
2018-10-28,0,0,22,36.0,180.0,61.1,5.0,2.0,1.0,24.0,2.0,80.8,23.7,1.0,9.0,9.0,0.0,9.0
2018-11-04,1,0,29,42.0,297.0,69.0,7.1,2.0,1.0,38.0,2.0,95.0,57.3,0.0,0.0,0.0,0.0,0.0
2018-11-11,1,1,17,20.0,216.0,85.0,10.8,3.0,0.0,28.0,0.0,151.3,95.4,6.0,20.0,3.3,0.0,10.0
2018-11-25,0,1,19,26.0,258.0,73.1,9.9,4.0,0.0,24.0,0.0,143.9,96.2,4.0,-4.0,-1.0,0.0,5.0
2018-12-02,0,0,29,43.0,397.0,67.4,9.2,1.0,3.0,71.0,0.0,75.4,21.2,0.0,0.0,0.0,0.0,0.0
2018-12-09,1,1,18,22.0,238.0,81.8,10.8,1.0,0.0,66.0,1.0,126.9,68.2,4.0,2.0,0.5,0.0,3.0
2018-12-15,0,1,18,31.0,188.0,58.1,6.1,2.0,1.0,31.0,2.0,83.8,41.0,4.0,6.0,1.5,0.0,9.0
2018-12-23,1,1,27,37.0,284.0,73.0,7.7,3.0,0.0,66.0,0.0,121.9,85.6,6.0,16.0,2.7,0.0,10.0
2018-12-30,0,0,23,42.0,376.0,54.8,9.0,3.0,3.0,48.0,0.0,79.1,54.1,0.0,0.0,0.0,0.0,0.0
