Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2021-01-02,1,1,2,4.0,19.0,50.0,4.8,0.0,0.0,12.0,0.0,63.5,96.6,2.0,9.0,4.5,0.0,10.0
2021-01-09,0,0,10,17.0,134.0,58.8,7.9,1.0,2.0,62.0,1.0,64.0,38.1,1.0,-1.0,-1.0,0.0,-1.0
2021-09-12,0,0,5,7.0,68.0,71.4,9.7,0.0,0.0,32.0,1.0,102.1,42.8,0.0,0.0,0.0,0.0,0.0
2021-09-20,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,-3.0,-1.0,0.0,-1.0
2021-11-07,0,0,19,34.0,190.0,55.9,5.6,1.0,1.0,35.0,1.0,69.5,33.1,5.0,23.0,4.6,0.0,8.0
2021-11-21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,-1.0,-1.0,0.0,-1.0
2022-01-01,1,1,2,3.0,9.0,66.7,3.0,0.0,0.0,5.0,0.0,70.1,46.0,1.0,-1.0,-1.0,0.0,-1.0
2022-09-11,0,0,4,5.0,65.0,80.0,13.0,0.0,0.0,25.0,0.0,118.8,68.7,0.0,0.0,0.0,0.0,0.0
2022-10-16,1,0,2,4.0,8.0,50.0,2.0,0.0,0.0,8.0,0.0,56.2,8.2,0.0,0.0,0.0,0.0,0.0
2022-11-27,0,0,6,9.0,113.0,66.7,12.6,1.0,0.0,63.0,0.0,146.8,93.4,0.0,0.0,0.0,0.0,0.0
2023-01-07,1,1,27,32.0,316.0,84.4,9.9,2.0,0.0,59.0,1.0,128.6,74.5,3.0,-1.0,-0.3,0.0,1.0
2023-09-10,0,1,15,27.0,245.0,55.6,9.1,3.0,0.0,51.0,1.0,123.2,80.1,3.0,12.0,4.0,0.0,9.0
2023-09-17,0,0,14,25.0,151.0,56.0,6.0,3.0,0.0,32.0,1.0,113.5,81.2,2.0,23.0,11.5,0.0,24.0
2023-09-24,1,1,22,44.0,259.0,50.0,5.9,1.0,1.0,30.0,1.0,66.4,49.1,9.0,39.0,4.3,1.0,24.0
2023-09-28,1,0,23,36.0,246.0,63.9,6.8,1.0,2.0,44.0,5.0,69.9,6.1,2.0,-2.0,-1.0,1.0,9.0
2023-10-09,0,0,16,30.0,182.0,53.3,6.1,0.0,3.0,77.0,2.0,32.2,18.5,2.0,37.0,18.5,0.0,26.0
2023-10-22,0,0,21,31.0,180.0,67.7,5.8,2.0,1.0,29.0,0.0,90.8,83.7,3.0,21.0,7.0,0.0,10.0
2023-10-29,1,0,24,41.0,229.0,58.5,5.6,1.0,1.0,34.0,4.0,72.1,19.8,4.0,34.0,8.5,0.0,15.0
2023-11-05,1,1,20,26.0,228.0,76.9,8.8,1.0,0.0,37.0,4.0,115.5,40.5,4.0,7.0,1.8,0.0,8.0
2023-11-12,0,0,21,40.0,289.0,52.5,7.2,2.0,2.0,46.0,1.0,71.8,73.3,2.0,11.0,5.5,0.0,8.0
2023-11-19,1,1,27,40.0,322.0,67.5,8.1,2.0,0.0,35.0,3.0,108.5,59.2,3.0,0.0,0.0,0.0,1.0
2023-11-23,0,1,22,32.0,268.0,68.8,8.4,3.0,0.0,53.0,0.0,125.5,89.7,3.0,39.0,13.0,0.0,37.0
2023-12-03,1,1,25,36.0,267.0,69.4,7.4,3.0,0.0,33.0,2.0,118.6,90.4,2.0,10.0,5.0,0.0,8.0
2023-12-11,0,0,25,39.0,218.0,64.1,5.6,1.0,1.0,43.0,2.0,76.7,55.9,2.0,2.0,1.0,0.0,2.0
2023-12-17,1,0,29,39.0,284.0,74.4,7.3,2.0,0.0,36.0,2.0,111.5,52.5,2.0,1.0,0.5,0.0,2.0
2023-12-24,0,1,17,28.0,219.0,60.7,7.8,2.0,0.0,36.0,1.0,109.1,90.5,2.0,12.0,6.0,1.0,11.0
2023-12-31,0,1,24,33.0,256.0,72.7,7.8,3.0,0.0,33.0,0.0,125.3,82.7,2.0,2.0,1.0,1.0,2.0
2024-09-06,1,0,17.0,34.0,260.0,50.0,7.6,2.0,1.0,70.0,1.0,83.0,22.1,0.0,0.0,0.0,0.0,0.0
2024-09-29,1,0,32.0,54.0,389.0,59.3,7.2,4.0,3.0,42.0,1.0,83.0,63.6,1.0,6.0,6.0,0.0,6.0
2024-10-06,0,1,15.0,26.0,224.0,57.7,8.6,2.0,1.0,66.0,2.0,95.7,56.7,3.0,10.0,3.3,0.0,12.0
