Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2020-01-03,1,0,7,20.0,72.0,35.0,3.6,0.0,1.0,30.0,1.0,25.4,35.2,8.0,34.0,4.3,2.0,9.0
2020-09-20,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2020-09-27,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,5.0,2.5,0.0,8.0
2020-10-04,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,3.0,18.0,6.0,0.0,14.0
2020-10-11,0,0,1,1.0,18.0,100.0,18.0,0.0,0.0,18.0,0.0,118.8,99.7,0.0,0.0,0.0,0.0,0.0
2020-10-18,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3,2.0,23.0,11.5,0.0,20.0
2020-10-22,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.0,2.0,1.0,0.0,2.0
2020-11-01,1,1,1,1.0,9.0,100.0,9.0,0.0,0.0,9.0,0.0,104.2,22.1,0.0,0.0,0.0,0.0,0.0
2020-11-15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,-0.5,0.0,0.0
2020-11-22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.8,1.0,6.0,6.0,0.0,6.0
2020-11-30,1,0,1,1.0,6.0,100.0,6.0,0.0,0.0,6.0,0.0,91.7,26.5,0.0,0.0,0.0,0.0,0.0
2020-12-06,0,0,5,12.0,109.0,41.7,9.1,1.0,1.0,34.0,3.0,67.7,24.1,5.0,29.0,5.8,0.0,13.0
2020-12-13,1,1,17,30.0,167.0,56.7,5.6,1.0,0.0,39.0,0.0,83.6,53.0,18.0,106.0,5.9,0.0,24.0
2020-12-20,0,0,24,44.0,338.0,54.5,7.7,3.0,0.0,42.0,6.0,102.3,53.1,11.0,63.0,5.7,1.0,17.0
2020-12-27,0,0,21,39.0,342.0,53.8,8.8,1.0,2.0,81.0,3.0,70.7,15.0,9.0,69.0,7.7,0.0,20.0
2021-01-02,0,1,17,26.0,214.0,65.4,8.2,0.0,0.0,30.0,1.0,90.9,84.1,7.0,44.0,6.3,0.0,22.0
2021-09-12,0,1,27,35.0,264.0,77.1,7.5,3.0,0.0,28.0,1.0,126.4,70.1,7.0,62.0,8.9,0.0,14.0
2021-09-19,1,0,12,23.0,190.0,52.2,8.3,0.0,0.0,91.0,2.0,80.0,60.6,10.0,82.0,8.2,1.0,27.0
2021-09-27,0,0,25,39.0,326.0,64.1,8.4,2.0,2.0,41.0,2.0,86.1,12.5,9.0,35.0,3.9,0.0,9.0
2021-10-03,1,0,32,48.0,387.0,66.7,8.1,2.0,0.0,37.0,3.0,105.1,45.1,8.0,47.0,5.9,0.0,12.0
2021-10-10,0,1,22,37.0,198.0,59.5,5.4,0.0,1.0,53.0,2.0,62.7,28.5,9.0,30.0,3.3,2.0,14.0
2021-10-14,1,0,12,26.0,115.0,46.2,4.4,1.0,1.0,25.0,2.0,55.8,51.9,10.0,44.0,4.4,2.0,11.0
2021-10-24,0,0,18,34.0,236.0,52.9,6.9,2.0,0.0,27.0,2.0,94.7,55.2,13.0,61.0,4.7,0.0,16.0
2021-10-31,0,1,9,14.0,103.0,64.3,7.4,0.0,0.0,19.0,0.0,86.3,95.6,7.0,71.0,10.1,0.0,21.0
2021-11-07,1,0,11,17.0,162.0,64.7,9.5,1.0,0.0,28.0,1.0,115.3,92.7,10.0,62.0,6.2,0.0,12.0
2021-11-14,0,1,16,23.0,178.0,69.6,7.7,2.0,1.0,36.0,2.0,103.2,66.8,13.0,55.0,4.2,0.0,31.0
2021-11-21,1,1,13,24.0,147.0,54.2,6.1,0.0,0.0,33.0,3.0,72.7,72.3,18.0,69.0,3.8,3.0,24.0
2021-11-28,0,0,14,31.0,129.0,45.2,4.2,0.0,3.0,21.0,1.0,17.5,20.8,8.0,77.0,9.6,0.0,18.0
2021-12-21,1,1,20,26.0,296.0,76.9,11.4,1.0,1.0,45.0,3.0,110.4,35.5,8.0,38.0,4.8,2.0,12.0
2021-12-26,1,1,17,29.0,199.0,58.6,6.9,2.0,0.0,46.0,1.0,102.5,49.5,2.0,7.0,3.5,0.0,6.0
2022-01-08,1,1,20,35.0,229.0,57.1,6.5,0.0,1.0,37.0,3.0,65.1,24.5,9.0,13.0,1.4,0.0,8.0
2022-09-11,0,1,18,32.0,243.0,56.3,7.6,0.0,0.0,54.0,1.0,80.6,57.7,17.0,90.0,5.3,1.0,16.0
2022-09-19,1,1,26,31.0,333.0,83.9,10.7,1.0,1.0,53.0,3.0,108.7,75.6,11.0,57.0,5.2,2.0,26.0
2022-09-25,0,1,22,35.0,340.0,62.9,9.7,3.0,0.0,45.0,3.0,123.5,88.6,9.0,20.0,2.2,0.0,5.0
2022-10-02,1,1,16,25.0,204.0,64.0,8.2,0.0,1.0,31.0,2.0,72.8,17.8,16.0,38.0,2.4,1.0,13.0
2022-10-09,0,1,26,36.0,239.0,72.2,6.6,0.0,0.0,31.0,2.0,89.9,56.7,15.0,61.0,4.1,2.0,17.0
2022-10-16,1,1,15,25.0,155.0,60.0,6.2,2.0,0.0,22.0,4.0,104.6,67.4,9.0,27.0,3.0,0.0,12.0
2022-10-30,1,1,19,28.0,285.0,67.9,10.2,4.0,0.0,43.0,3.0,140.6,84.6,2.0,10.0,5.0,0.0,8.0
2022-11-03,0,1,21,27.0,243.0,77.8,9.0,2.0,0.0,31.0,4.0,128.9,76.7,9.0,23.0,2.6,0.0,14.0
2022-11-14,1,0,17,26.0,175.0,65.4,6.7,2.0,1.0,50.0,1.0,94.2,77.1,6.0,28.0,4.7,1.0,12.0
2022-11-20,0,1,18,25.0,190.0,72.0,7.6,1.0,0.0,29.0,3.0,107.1,71.9,16.0,86.0,5.4,1.0,23.0
2022-11-27,1,1,16,28.0,153.0,57.1,5.5,2.0,0.0,30.0,2.0,96.3,90.3,17.0,157.0,9.2,0.0,42.0
2022-12-04,1,1,29,39.0,380.0,74.4,9.7,3.0,0.0,40.0,2.0,130.3,74.1,5.0,12.0,2.4,1.0,4.0
2022-12-11,0,1,21,31.0,217.0,67.7,7.0,2.0,0.0,41.0,4.0,109.2,85.6,7.0,77.0,11.0,1.0,24.0
2022-12-18,0,1,22,37.0,315.0,59.5,8.5,0.0,2.0,68.0,1.0,64.6,53.6,17.0,61.0,3.6,3.0,22.0
2023-01-07,0,0,7,16.0,55.0,43.8,3.4,0.0,1.0,12.0,2.0,26.8,13.9,2.0,4.0,2.0,0.0,2.0
2023-09-10,0,1,22,33.0,170.0,66.7,5.2,1.0,0.0,23.0,3.0,89.2,38.8,9.0,37.0,4.1,0.0,14.0
2023-09-14,1,1,18,23.0,193.0,78.3,8.4,1.0,1.0,63.0,4.0,98.0,42.3,12.0,35.0,2.9,2.0,8.0
2023-09-25,0,1,23,37.0,277.0,62.2,7.5,1.0,2.0,34.0,1.0,71.6,56.5,10.0,28.0,2.8,1.0,8.0
2023-10-01,1,1,25,37.0,319.0,67.6,8.6,2.0,0.0,59.0,3.0,112.3,66.6,9.0,34.0,3.8,0.0,24.0
2023-10-08,0,1,25,38.0,303.0,65.8,8.0,1.0,1.0,49.0,1.0,87.9,84.7,15.0,72.0,4.8,1.0,17.0
2023-10-15,0,0,28,45.0,280.0,62.2,6.2,1.0,3.0,49.0,2.0,59.5,70.2,8.0,47.0,5.9,1.0,11.0
2023-10-22,1,1,23,31.0,279.0,74.2,9.0,2.0,1.0,42.0,3.0,109.5,79.4,11.0,21.0,1.9,1.0,12.0
2023-10-29,0,1,29,38.0,319.0,76.3,8.4,4.0,0.0,38.0,2.0,135.7,86.4,4.0,6.0,1.5,0.0,7.0
2023-11-05,1,1,17,23.0,207.0,73.9,9.0,2.0,0.0,29.0,3.0,130.2,60.0,10.0,36.0,3.6,1.0,6.0
2023-11-20,0,1,14,22.0,150.0,63.6,6.8,0.0,1.0,41.0,5.0,64.6,31.1,12.0,29.0,2.4,2.0,10.0
2023-11-26,1,1,18,31.0,200.0,58.1,6.5,3.0,1.0,33.0,2.0,96.2,57.9,14.0,65.0,4.6,2.0,16.0
