Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2016-01-01,1,0,13,20.0,120.0,65.0,6.0,0,0,29.0,7.0,81.3,7.7,0.0,0,0.0,0.0,0.0
2016-11-20,1,0,17,31.0,134.0,54.8,4.3,0,0,21.0,1.0,65.8,48.2,4.0,11,2.8,0.0,6.0
2016-11-27,0,0,20,32.0,214.0,62.5,6.7,3,1,31.0,3.0,100.3,21.8,0.0,0,0.0,0.0,0.0
2016-12-04,0,0,14,32.0,161.0,43.8,5.0,1,2,66.0,4.0,43.9,11.2,1.0,-1,-1.0,0.0,-1.0
2016-12-11,1,0,24,41.0,235.0,58.5,5.7,0,2,28.0,3.0,54.4,7.7,1.0,2,2.0,1.0,2.0
2016-12-15,0,0,13,25.0,135.0,52.0,5.4,0,0,25.0,4.0,67.9,17.7,0.0,0,0.0,0.0,0.0
2016-12-24,1,0,11,24.0,90.0,45.8,3.8,1,2,24.0,4.0,35.1,19.2,2.0,4,2.0,0.0,5.0
2017-09-10,1,1,21,29.0,306.0,72.4,10.6,1,0,39.0,1.0,117.9,57.1,1.0,2,2.0,0.0,2.0
2017-09-17,1,0,14,24.0,219.0,58.3,9.1,1,1,69.0,2.0,85.2,33.8,3.0,1,0.3,0.0,1.0
2017-09-21,0,1,22,28.0,292.0,78.6,10.4,3,0,47.0,0.0,145.8,93.0,1.0,-1,-1.0,0.0,-1.0
2017-10-01,0,1,21,36.0,255.0,58.3,7.1,2,0,53.0,1.0,98.7,46.8,1.0,-1,-1.0,0.0,-1.0
2017-10-08,1,0,22,47.0,288.0,46.8,6.1,0,2,35.0,2.0,48.9,41.8,1.0,22,22.0,0.0,22.0
2017-10-15,0,1,11,21.0,124.0,52.4,5.9,1,0,22.0,3.0,86.2,60.9,4.0,9,2.3,0.0,6.0
2017-10-22,1,1,22,37.0,235.0,59.5,6.4,1,1,35.0,1.0,75.8,74.7,2.0,13,6.5,1.0,9.0
2017-11-05,0,1,14,22.0,311.0,63.6,14.1,4,0,67.0,0.0,146.8,95.3,0.0,0,0.0,0.0,0.0
2017-11-12,1,1,25,37.0,355.0,67.6,9.6,3,0,94.0,3.0,125.4,35.4,4.0,3,0.8,0.0,6.0
2017-11-19,0,0,23,37.0,225.0,62.2,6.1,0,0,23.0,2.0,79.2,70.8,2.0,8,4.0,0.0,9.0
2017-11-26,1,1,28,43.0,354.0,65.1,8.2,2,1,53.0,4.0,96.5,63.1,3.0,-3,-1.0,0.0,-1.0
2017-12-03,0,1,21,31.0,220.0,67.7,7.1,2,1,33.0,1.0,96.2,44.2,1.0,2,2.0,0.0,2.0
2017-12-10,1,0,16,26.0,199.0,61.5,7.7,2,0,64.0,2.0,110.9,36.9,2.0,2,1.0,0.0,3.0
2017-12-17,0,1,14,21.0,120.0,66.7,5.7,2,1,15.0,2.0,93.4,37.7,0.0,0,0.0,0.0,0.0
2017-12-24,0,1,22,38.0,301.0,57.9,7.9,4,0,80.0,1.0,118.4,42.8,3.0,-6,-2.0,0.0,2.0
2018-09-10,0,1,18,33.0,233.0,54.6,7.1,2,0,30.0,1.0,97.2,65.4,1.0,-1,-1.0,0.0,-1.0
2018-09-16,1,1,24,32.0,354.0,75.0,11.1,1,1,57.0,2.0,108.1,76.7,2.0,2,1.0,0.0,2.0
2018-09-23,1,1,29,36.0,354.0,80.6,9.8,3,1,53.0,1.0,123.8,90.2,3.0,14,4.7,0.0,16.0
2018-09-27,1,1,26,33.0,465.0,78.8,14.1,5,0,70.0,1.0,158.3,96.1,2.0,7,3.5,0.0,8.0
2018-10-07,0,1,23,32.0,321.0,71.9,10.0,1,2,31.0,1.0,88.2,77.9,5.0,15,3.0,0.0,12.0
2018-10-14,0,1,14,28.0,201.0,50.0,7.2,0,1,44.0,5.0,58.8,26.5,4.0,14,3.5,0.0,13.0
2018-10-21,0,1,18,24.0,202.0,75.0,8.4,2,0,32.0,1.0,127.4,69.5,3.0,4,1.3,0.0,5.0
2018-10-28,1,1,19,35.0,295.0,54.3,8.4,3,0,32.0,5.0,111.0,58.1,5.0,7,1.4,0.0,7.0
2018-11-04,0,0,28,40.0,391.0,70.0,9.8,3,1,48.0,0.0,115.7,75.7,3.0,17,5.7,0.0,9.0
2018-11-11,1,1,28,39.0,318.0,71.8,8.2,2,0,35.0,2.0,113.0,59.4,3.0,3,1.0,0.0,4.0
2018-11-19,1,1,31,49.0,413.0,63.3,8.4,4,0,40.0,5.0,117.1,73.3,4.0,6,1.5,1.0,7.0
2018-12-02,0,1,17,33.0,207.0,51.5,6.3,1,1,26.0,2.0,68.6,45.0,2.0,-2,-1.0,0.0,-1.0
2018-12-09,0,0,20,44.0,180.0,45.5,4.1,0,4,29.0,3.0,19.1,11.1,1.0,5,5.0,0.0,5.0
2018-12-16,1,0,35,53.0,339.0,66.0,6.4,0,1,33.0,2.0,75.9,28.8,2.0,11,5.5,0.0,7.0
2018-12-23,0,1,19,24.0,216.0,79.2,9.0,1,0,39.0,2.0,118.1,83.6,2.0,6,3.0,1.0,5.0
2018-12-30,1,1,15,26.0,199.0,57.7,7.7,4,0,36.0,0.0,121.6,57.9,1.0,0,0.0,0.0,0.0
2019-09-08,0,1,23,39.0,186.0,59.0,4.8,1,1,24.0,1.0,69.0,31.5,4.0,0,0.0,0.0,3.0
2019-09-15,1,1,19,28.0,283.0,67.9,10.1,1,0,66.0,3.0,112.6,52.4,4.0,-2,-0.5,1.0,1.0
2019-09-22,0,1,24,38.0,268.0,63.2,7.1,2,2,23.0,2.0,79.7,47.2,4.0,14,3.5,0.0,8.0
2019-09-29,1,0,45,68.0,517.0,66.2,7.6,2,3,37.0,2.0,80.3,36.1,0.0,0,0.0,0.0,0.0
2019-10-03,0,0,29,49.0,395.0,59.2,8.1,1,1,32.0,0.0,83.3,67.2,1.0,1,1.0,0.0,1.0
2019-10-13,1,0,13,24.0,78.0,54.2,3.3,0,0,12.0,4.0,60.8,0.9,1.0,0,0.0,0.0,0.0
2019-10-20,0,1,22,37.0,268.0,59.5,7.2,2,0,33.0,0.0,99.8,60.2,3.0,3,1.0,1.0,2.0
2019-10-27,1,1,17,31.0,372.0,54.8,12.0,2,0,65.0,0.0,119.3,88.2,0.0,0,0.0,0.0,0.0
2019-11-10,0,0,22,41.0,243.0,53.7,5.9,0,2,24.0,4.0,51.2,24.8,1.0,0,0.0,0.0,0.0
2019-11-17,1,1,11,18.0,173.0,61.1,9.6,0,1,50.0,0.0,69.9,34.7,3.0,3,1.0,0.0,5.0
2019-11-25,1,0,26,37.0,212.0,70.3,5.7,0,2,38.0,2.0,62.0,27.9,1.0,-1,-1.0,0.0,-1.0
2019-12-01,0,1,32,43.0,424.0,74.4,9.9,2,0,48.0,1.0,120.7,81.2,0.0,0,0.0,0.0,0.0
2019-12-08,1,1,22,31.0,293.0,71.0,9.5,2,2,33.0,0.0,95.2,91.4,2.0,4,2.0,0.0,5.0
2019-12-15,0,0,33,51.0,284.0,64.7,5.6,2,1,28.0,2.0,84.1,49.0,3.0,2,0.7,0.0,3.0
2019-12-21,0,0,27,46.0,323.0,58.7,7.0,2,1,29.0,0.0,85.7,66.1,4.0,12,3.0,0.0,5.0
2019-12-29,1,1,29,45.0,319.0,64.4,7.1,3,0,37.0,1.0,107.5,63.1,2.0,4,2.0,0.0,5.0
2020-09-13,1,1,20,31.0,275.0,64.5,8.9,0,1,31.0,1.0,79.4,35.7,4.0,15,3.8,0.0,8.0
2020-09-20,0,1,20,27.0,267.0,74.1,9.9,3,0,28.0,1.0,142.1,94.8,7.0,13,1.9,0.0,10.0
2020-09-27,0,0,23,32.0,321.0,71.9,10.0,2,1,31.0,2.0,111.6,72.6,2.0,4,2.0,1.0,3.0
2020-10-04,1,1,25,32.0,200.0,78.1,6.3,1,0,55.0,2.0,103.1,54.5,3.0,-3,-1.0,0.0,-1.0
2020-10-11,0,1,21,30.0,309.0,70.0,10.3,2,1,56.0,1.0,111.7,85.2,3.0,0,0.0,1.0,2.0
2020-10-18,0,0,19,38.0,198.0,50.0,5.2,2,1,40.0,0.0,72.0,35.5,1.0,10,10.0,0.0,10.0
2020-10-26,1,1,23,33.0,220.0,69.7,6.7,2,0,34.0,1.0,108.1,63.1,4.0,1,0.3,0.0,6.0
2020-11-01,0,0,35,61.0,355.0,57.4,5.8,1,2,26.0,2.0,65.9,8.5,0.0,0,0.0,0.0,0.0
2020-11-15,1,1,27,37.0,302.0,73.0,8.2,0,0,39.0,3.0,96.9,47.3,5.0,4,0.8,0.0,4.0
2020-11-23,0,1,39,51.0,376.0,76.5,7.4,3,2,37.0,0.0,99.8,79.6,1.0,0,0.0,0.0,0.0
2020-11-29,1,0,19,31.0,198.0,61.3,6.4,0,2,33.0,2.0,52.9,8.0,5.0,11,2.2,0.0,6.0
2020-12-06,0,1,37,47.0,351.0,78.7,7.5,1,0,30.0,1.0,104.9,84.0,4.0,1,0.3,1.0,2.0
2020-12-10,1,1,16,25.0,137.0,64.0,5.5,1,1,25.0,1.0,74.9,39.6,4.0,11,2.8,1.0,9.0
2020-12-20,1,0,22,34.0,209.0,64.7,6.1,2,1,44.0,3.0,89.0,16.0,1.0,9,9.0,0.0,9.0
2020-12-27,0,0,24,43.0,234.0,55.8,5.4,0,1,26.0,3.0,61.6,43.6,7.0,23,3.3,0.0,7.0
2021-01-09,1,1,21,30.0,238.0,70.0,7.9,2,0,36.0,1.0,115.7,83.6,0.0,0,0.0,0.0,0.0
2021-09-12,1,0,38,57.0,338.0,66.7,5.9,3,1,43.0,3.0,92.6,32.1,3.0,14,4.7,0.0,10.0
2021-09-20,0,0,26,36.0,246.0,72.2,6.8,2,1,46.0,1.0,97.7,61.8,4.0,46,11.5,0.0,26.0
2021-09-26,1,0,22,30.0,217.0,73.3,7.2,0,0,24.0,2.0,93.3,46.8,1.0,4,4.0,0.0,4.0
2021-10-03,0,0,24,38.0,299.0,63.2,7.9,2,0,33.0,4.0,105.0,34.0,3.0,8,2.7,0.0,6.0
2021-10-10,0,0,21,35.0,203.0,60.0,5.8,0,1,21.0,4.0,64.3,25.3,0.0,0,0.0,0.0,0.0
2021-10-17,1,0,28,42.0,202.0,66.7,4.8,0,1,33.0,1.0,67.8,15.3,1.0,1,1.0,0.0,1.0
2021-10-24,0,0,22,36.0,268.0,61.1,7.4,1,2,63.0,2.0,70.1,47.7,1.0,3,3.0,0.0,3.0
2021-10-31,1,0,25,34.0,222.0,73.5,6.5,0,0,34.0,5.0,90.6,18.1,0.0,0,0.0,0.0,0.0
2021-11-14,0,0,14,25.0,114.0,56.0,4.6,0,0,30.0,4.0,67.8,18.5,0.0,0,0.0,0.0,0.0
2021-11-25,1,0,21,25.0,171.0,84.0,6.8,2,0,39.0,1.0,121.8,65.1,0.0,0,0.0,0.0,0.0
2021-12-05,1,1,25,41.0,296.0,61.0,7.2,3,1,28.0,3.0,97.2,55.9,2.0,1,0.5,0.0,1.0
2021-12-12,0,0,24,39.0,215.0,61.5,5.5,1,1,20.0,2.0,74.2,42.7,2.0,10,5.0,0.0,13.0
2021-12-19,1,1,21,26.0,216.0,80.8,8.3,3,0,37.0,2.0,139.7,93.8,0.0,0,0.0,0.0,0.0
2022-01-01,1,1,21,29.0,255.0,72.4,8.8,3,0,28.0,1.0,133.5,70.4,1.0,2,2.0,0.0,2.0
2022-01-08,0,1,23,34.0,224.0,67.7,6.6,0,0,43.0,1.0,85.9,42.9,2.0,5,2.5,0.0,6.0
2022-09-11,1,0,21,37.0,215.0,56.8,5.8,2,1,29.0,1.0,80.3,63.6,2.0,9,4.5,0.0,10.0
2022-09-18,1,1,20,34.0,256.0,58.8,7.5,4,0,49.0,3.0,121.7,57.8,2.0,-2,-1.0,0.0,-1.0
2022-09-25,0,0,25,41.0,277.0,61.0,6.8,1,1,30.0,0.0,79.0,74.3,2.0,8,4.0,0.0,5.0
2022-10-02,1,0,26,39.0,378.0,66.7,9.7,4,1,81.0,1.0,121.5,82.1,1.0,1,1.0,0.0,1.0
2022-10-09,0,0,19,35.0,229.0,54.3,6.5,0,1,36.0,2.0,62.7,8.4,3.0,7,2.3,0.0,5.0
2022-10-23,0,0,21,26.0,228.0,80.8,8.8,0,2,23.0,5.0,71.2,20.8,1.0,4,4.0,0.0,4.0
2022-10-30,1,0,27,37.0,321.0,73.0,8.7,1,0,58.0,1.0,108.1,61.2,1.0,3,3.0,0.0,3.0
2022-11-06,1,1,14,26.0,137.0,53.9,5.3,2,1,25.0,0.0,78.5,27.5,1.0,-1,-1.0,0.0,-1.0
2022-11-13,0,1,19,26.0,236.0,73.1,9.1,1,0,44.0,2.0,113.6,79.2,4.0,14,3.5,0.0,10.0
2022-11-20,0,1,17,26.0,165.0,65.4,6.3,0,0,32.0,0.0,83.0,65.2,4.0,-1,-0.3,0.0,2.0
