Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2017-09-10,1,0,12,23.0,102.0,52.2,4.4,1,1,26.0,4.0,60.4,57.6,2.0,16,8.0,0.0,9.0
2017-09-14,0,1,15,24.0,125.0,62.5,5.2,0,0,25.0,3.0,75.9,91.9,5.0,67,13.4,1.0,49.0
2017-09-24,0,0,22,33.0,301.0,66.7,9.1,2,2,35.0,2.0,90.6,49.2,8.0,41,5.1,0.0,7.0
2017-10-01,1,1,25,34.0,283.0,73.5,8.3,4,1,35.0,1.0,125.0,98.7,4.0,24,6.0,1.0,10.0
2017-10-08,1,0,16,31.0,261.0,51.6,8.4,5,0,48.0,3.0,119.8,93.1,3.0,31,10.3,0.0,16.0
2017-10-15,1,1,17,29.0,225.0,58.6,7.8,3,1,39.0,1.0,103.4,44.7,6.0,23,3.8,0.0,9.0
2017-10-29,0,0,19,30.0,402.0,63.3,13.4,4,3,72.0,5.0,106.9,87.1,8.0,67,8.4,0.0,18.0
2018-09-09,0,0,17,34.0,176.0,50.0,5.2,1,1,27.0,3.0,62.9,22.2,8.0,40,5.0,0.0,13.0
2018-09-16,0,0,22,32.0,310.0,68.8,9.7,2,1,39.0,4.0,107.6,72.2,5.0,44,8.8,0.0,15.0
2018-09-23,1,0,24,40.0,385.0,60.0,9.6,2,1,39.0,3.0,98.4,57.1,5.0,36,7.2,0.0,10.0
2018-09-30,0,1,29,42.0,375.0,69.0,8.9,2,1,30.0,7.0,102.8,86.4,6.0,41,6.8,1.0,18.0
2018-10-07,1,1,33,44.0,375.0,75.0,8.5,1,1,49.0,1.0,98.2,55.6,10.0,40,4.0,0.0,11.0
2018-10-14,1,1,15,25.0,177.0,60.0,7.1,1,2,24.0,7.0,61.6,15.3,2.0,2,1.0,0.0,3.0
2018-10-21,0,1,12,24.0,139.0,50.0,5.8,1,0,31.0,1.0,81.8,46.4,7.0,13,1.9,0.0,4.0
2018-10-25,1,1,16,20.0,239.0,80.0,12.0,5,0,73.0,0.0,156.0,98.2,1.0,14,14.0,0.0,14.0
2018-11-04,0,1,17,24.0,213.0,70.8,8.9,2,0,31.0,4.0,125.9,50.4,6.0,38,6.3,0.0,8.0
2018-11-18,0,1,16,24.0,208.0,66.7,8.7,1,2,40.0,3.0,72.9,19.9,3.0,7,2.3,0.0,6.0
2018-11-26,1,1,19,24.0,210.0,79.2,8.8,2,0,28.0,4.0,130.9,89.6,9.0,70,7.8,1.0,34.0
2018-12-02,1,1,22,31.0,224.0,71.0,7.2,1,0,29.0,4.0,102.1,66.2,7.0,30,4.3,0.0,11.0
2018-12-09,1,0,27,38.0,267.0,71.1,7.0,1,0,47.0,5.0,99.3,47.5,5.0,35,7.0,0.0,12.0
2018-12-15,0,1,22,28.0,294.0,78.6,10.5,2,0,50.0,6.0,134.2,74.1,4.0,26,6.5,0.0,24.0
2018-12-23,0,0,29,40.0,339.0,72.5,8.5,2,0,35.0,4.0,114.5,83.4,8.0,49,6.1,2.0,12.0
2018-12-30,1,1,25,35.0,234.0,71.4,6.7,0,0,43.0,6.0,89.5,58.7,13.0,66,5.1,1.0,16.0
2019-09-09,0,0,20,30.0,268.0,66.7,8.9,3,1,54.0,6.0,114.3,90.3,4.0,40,10.0,1.0,21.0
2019-09-15,1,1,16,29.0,159.0,55.2,5.5,0,0,31.0,4.0,70.9,56.3,4.0,5,1.3,1.0,4.0
2019-09-22,0,1,25,34.0,351.0,73.5,10.3,3,0,53.0,2.0,135.8,78.4,7.0,18,2.6,0.0,15.0
2019-09-29,1,0,21,33.0,160.0,63.6,4.8,0,0,14.0,6.0,75.3,20.6,3.0,12,4.0,1.0,10.0
2019-10-06,1,1,28,33.0,426.0,84.8,12.9,5,0,51.0,0.0,158.3,97.0,4.0,47,11.8,0.0,30.0
2019-10-13,0,1,30,42.0,280.0,71.4,6.7,1,2,23.0,0.0,77.5,91.6,10.0,42,4.2,2.0,10.0
2019-10-20,0,0,23,34.0,308.0,67.6,9.1,1,2,45.0,3.0,81.5,47.6,3.0,32,10.7,0.0,19.0
2019-10-27,1,1,27,39.0,279.0,69.2,7.2,3,0,46.0,3.0,115.2,66.9,10.0,46,4.6,0.0,12.0
2019-11-03,1,1,22,28.0,201.0,78.6,7.2,2,0,21.0,1.0,120.4,88.3,7.0,37,5.3,0.0,13.0
2019-11-17,0,0,18,29.0,169.0,62.1,5.8,0,1,20.0,6.0,63.7,13.6,3.0,12,4.0,0.0,9.0
2019-11-21,1,1,19,30.0,298.0,63.3,9.9,2,1,51.0,1.0,104.6,66.6,3.0,10,3.3,0.0,6.0
2019-12-01,1,1,18,25.0,234.0,72.0,9.4,3,0,35.0,3.0,140.7,85.6,4.0,-1,-0.3,0.0,2.0
2019-12-08,1,0,28,50.0,292.0,56.0,5.8,1,2,43.0,3.0,63.1,52.8,6.0,44,7.3,2.0,16.0
2019-12-15,0,1,19,27.0,243.0,70.4,9.0,2,2,35.0,1.0,92.1,43.6,7.0,32,4.6,0.0,12.0
2019-12-21,0,1,19,32.0,184.0,59.4,5.8,0,1,39.0,5.0,62.5,65.1,7.0,37,5.3,0.0,19.0
2020-01-03,1,0,28,39.0,365.0,71.8,9.4,3,1,42.0,4.0,115.9,53.7,3.0,12,4.0,0.0,7.0
2020-09-10,0,0,20,32.0,253.0,62.5,7.9,1,1,31.0,4.0,84.5,38.7,6.0,27,4.5,1.0,13.0
2020-09-20,1,0,25,36.0,275.0,69.4,7.6,1,1,38.0,4.0,89.5,50.7,5.0,17,3.4,0.0,8.0
2020-09-27,0,0,19,27.0,264.0,70.4,9.8,2,1,34.0,5.0,110.7,81.4,1.0,5,5.0,0.0,5.0
2020-10-04,1,0,20,33.0,300.0,60.6,9.1,2,0,43.0,3.0,110.7,30.5,5.0,9,1.8,0.0,5.0
2020-10-11,1,1,25,35.0,359.0,71.4,10.3,3,2,44.0,1.0,109.1,70.8,2.0,25,12.5,0.0,14.0
2020-10-18,0,0,28,37.0,335.0,75.7,9.1,4,0,53.0,2.0,138.9,91.5,4.0,26,6.5,0.0,11.0
2020-10-25,1,0,29,39.0,309.0,74.4,7.9,2,0,30.0,3.0,114.2,62.2,7.0,38,5.4,0.0,14.0
2020-11-08,0,1,19,32.0,281.0,59.4,8.8,2,0,77.0,2.0,109.0,61.9,10.0,50,5.0,0.0,16.0
2020-11-15,0,0,20,30.0,163.0,66.7,5.4,1,0,29.0,2.0,91.4,42.9,8.0,36,4.5,0.0,9.0
2020-11-22,1,1,28,37.0,344.0,75.7,9.3,2,0,44.0,0.0,121.9,83.9,6.0,36,6.0,1.0,11.0
2020-11-26,0,1,17,25.0,318.0,68.0,12.7,4,0,40.0,2.0,150.4,84.0,8.0,24,3.0,0.0,12.0
2020-12-06,1,0,26,38.0,341.0,68.4,9.0,0,1,64.0,5.0,85.5,33.9,7.0,38,5.4,1.0,11.0
2020-12-13,0,0,21,30.0,219.0,70.0,7.3,1,0,48.0,6.0,101.9,52.1,7.0,38,5.4,0.0,14.0
2020-12-20,0,0,33,41.0,373.0,80.5,9.1,2,0,38.0,5.0,120.8,75.2,6.0,25,4.2,0.0,9.0
2020-12-27,1,0,24,33.0,324.0,72.7,9.8,3,0,50.0,1.0,133.9,63.2,5.0,38,7.6,0.0,14.0
2022-01-01,0,1,9,18.0,169.0,50.0,9.4,3,0,46.0,5.0,122.5,35.7,8.0,31,3.9,0.0,21.0
2022-01-08,0,0,19,29.0,230.0,65.5,7.9,2,2,38.0,7.0,84.0,42.5,6.0,44,7.3,0.0,21.0
2022-12-04,0,1,12,22.0,131.0,54.6,6.0,0,1,27.0,1.0,53.4,29.3,7.0,21,3.0,0.0,11.0
2022-12-11,0,0,26,42.0,276.0,61.9,6.6,1,1,28.0,2.0,79.1,62.8,6.0,33,5.5,0.0,9.0
2022-12-17,1,1,18,28.0,161.0,64.3,5.8,1,0,28.0,3.0,91.5,42.8,6.0,22,3.7,0.0,17.0
2022-12-24,1,0,15,31.0,135.0,48.4,4.4,0,1,21.0,2.0,47.1,24.3,3.0,24,8.0,1.0,12.0
2023-09-10,1,1,16,29.0,154.0,55.2,5.3,1,1,33.0,3.0,67.3,62.5,5.0,45,9.0,1.0,13.0
2023-09-18,0,0,22,40.0,235.0,55.0,5.9,1,1,29.0,6.0,70.3,15.2,6.0,22,3.7,0.0,12.0
2023-09-24,1,1,27,33.0,289.0,81.8,8.8,2,0,43.0,3.0,123.4,79.6,4.0,16,4.0,0.0,10.0
2023-10-22,0,1,1,5.0,5.0,20.0,1.0,0,1,5.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0
2023-11-05,1,1,19,30.0,219.0,63.3,7.3,2,0,59.0,1.0,107.5,37.5,3.0,22,7.3,0.0,13.0
2023-11-12,0,1,20,34.0,213.0,58.8,6.3,1,1,28.0,4.0,74.8,56.5,8.0,37,4.6,0.0,16.0
2024-09-08,1,0,24,45.0,169.0,53.3,3.8,1,2,29.0,6.0,51.1,8.3,5.0,39,7.8,0.0,16.0
2024-09-15,0,1,22,34.0,186.0,64.7,5.5,0,0,30.0,2.0,78.8,28.7,5.0,20,4.0,1.0,9.0
2024-09-22,1,0,21,37.0,196.0,56.8,5.3,2,0,24.0,8.0,89.5,25.7,4.0,26,6.5,0.0,14.0
2024-09-29,0,0,24,32.0,176.0,75.0,5.5,1,1,19.0,3.0,84.9,40.4,8.0,32,4.0,0.0,8.0
2024-10-06,0,0,15,28.0,125.0,53.6,4.5,1,0,19.0,7.0,77.2,8.5,3.0,14,4.7,0.0,5.0
