Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2018-09-09,0,0,6,15.0,74.0,40.0,4.9,0.0,0.0,24.0,3.0,56.0,37.0,4.0,26.0,6.5,0.0,14.0
2018-09-16,1,0,18,33.0,245.0,54.5,7.4,1.0,2.0,57.0,5.0,63.3,17.6,8.0,32.0,4.0,0.0,14.0
2018-09-23,0,1,15,22.0,196.0,68.2,8.9,1.0,0.0,55.0,3.0,111.2,91.4,10.0,39.0,3.9,2.0,10.0
2018-09-30,0,0,16,33.0,151.0,48.5,4.6,0.0,2.0,34.0,7.0,36.3,4.9,5.0,19.0,3.8,0.0,8.0
2018-10-07,1,1,10,19.0,82.0,52.6,4.3,0.0,1.0,13.0,1.0,42.0,34.4,4.0,19.0,4.8,1.0,14.0
2018-10-14,0,0,10,17.0,84.0,58.8,4.9,0.0,0.0,39.0,2.0,71.7,38.4,4.0,20.0,5.0,0.0,11.0
2018-11-25,1,1,8,19.0,160.0,42.1,8.4,1.0,0.0,75.0,0.0,89.8,78.2,13.0,99.0,7.6,1.0,45.0
2018-12-02,0,0,18,33.0,231.0,54.5,7.0,2.0,2.0,38.0,2.0,71.7,81.8,9.0,135.0,15.0,0.0,28.0
2018-12-09,1,0,18,36.0,206.0,50.0,5.7,0.0,2.0,38.0,3.0,44.4,70.0,9.0,101.0,11.2,1.0,31.0
2018-12-16,1,1,13,26.0,204.0,50.0,7.8,1.0,0.0,42.0,1.0,89.3,17.9,9.0,16.0,1.8,1.0,10.0
2018-12-23,0,0,20,41.0,217.0,48.8,5.3,1.0,2.0,31.0,0.0,52.6,16.5,5.0,30.0,6.0,0.0,13.0
2018-12-30,1,1,17,26.0,224.0,65.4,8.6,3.0,1.0,46.0,1.0,114.9,91.8,9.0,95.0,10.6,2.0,35.0
2019-09-08,0,1,24,37.0,254.0,64.9,6.9,1.0,2.0,38.0,1.0,71.2,51.3,10.0,38.0,3.8,1.0,8.0
2019-09-15,0,1,19,30.0,253.0,63.3,8.4,1.0,0.0,51.0,3.0,101.1,59.8,7.0,21.0,3.0,1.0,9.0
2019-09-22,1,1,23,36.0,243.0,63.9,6.8,1.0,1.0,49.0,1.0,81.1,27.1,9.0,46.0,5.1,0.0,11.0
2019-09-29,1,0,13,28.0,153.0,46.4,5.5,0.0,3.0,23.0,4.0,24.0,13.6,5.0,26.0,5.2,1.0,15.0
2019-10-06,0,1,23,32.0,219.0,71.9,6.8,2.0,1.0,46.0,4.0,98.3,27.4,10.0,27.0,2.7,0.0,6.0
2019-10-20,1,1,16,26.0,202.0,61.5,7.8,2.0,0.0,27.0,2.0,111.4,49.9,4.0,32.0,8.0,0.0,15.0
2019-10-27,1,0,16,34.0,169.0,47.1,5.0,2.0,0.0,28.0,4.0,81.6,20.6,8.0,45.0,5.6,0.0,14.0
2019-11-03,1,1,14,20.0,160.0,70.0,8.0,1.0,0.0,49.0,2.0,110.4,66.2,8.0,12.0,1.5,1.0,6.0
2019-11-10,0,0,22,41.0,266.0,53.7,6.5,0.0,0.0,26.0,1.0,73.8,48.1,6.0,28.0,4.7,2.0,12.0
2019-11-17,0,1,21,33.0,256.0,63.6,7.8,3.0,0.0,40.0,0.0,117.7,93.8,7.0,56.0,8.0,1.0,36.0
2019-11-24,1,1,15,25.0,185.0,60.0,7.4,2.0,1.0,34.0,1.0,92.9,60.3,9.0,56.0,6.2,0.0,18.0
2019-11-28,0,1,19,24.0,231.0,79.2,9.6,1.0,0.0,29.0,4.0,120.7,83.8,10.0,43.0,4.3,1.0,15.0
2019-12-08,1,0,17,39.0,146.0,43.6,3.7,1.0,0.0,37.0,6.0,62.6,16.7,2.0,9.0,4.5,0.0,7.0
2019-12-15,0,1,13,25.0,139.0,52.0,5.6,1.0,1.0,40.0,1.0,65.3,75.7,7.0,28.0,4.0,1.0,12.0
2019-12-21,0,0,13,26.0,208.0,50.0,8.0,2.0,0.0,53.0,4.0,102.7,83.1,7.0,43.0,6.1,0.0,16.0
2019-12-29,1,0,3,5.0,5.0,60.0,1.0,0.0,0.0,5.0,0.0,64.6,2.5,0.0,0.0,0.0,0.0,0.0
2020-01-03,1,1,18,25.0,224.0,72.0,9.0,3.0,1.0,32.0,1.0,122.3,84.4,2.0,3.0,1.5,0.0,4.0
2020-09-13,1,1,33,46.0,312.0,71.7,6.8,2.0,0.0,29.0,3.0,104.6,59.6,14.0,57.0,4.1,1.0,16.0
2020-09-20,0,1,24,35.0,417.0,68.6,11.9,4.0,0.0,47.0,1.0,147.0,95.9,4.0,18.0,4.5,0.0,16.0
