Date,OPP,Result,REC,TGTS,YDS,AVG,TD,LNG,CAR,YDS2,AVG2,LNG2,TD2,FUM,LST,FF,KB
2021-10-10,0,1,2.0,2.0,6.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2021-10-17,0,1,3.0,5.0,27.0,9.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2021-10-24,1,1,5.0,6.0,60.0,12.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,,
2021-11-07,0,0,1.0,1.0,20.0,20.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0,0,,
2021-11-14,1,1,1.0,4.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,,
2021-11-28,1,1,2.0,6.0,13.0,6.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,,
2021-12-12,1,1,6.0,7.0,75.0,12.5,1.0,32.0,1.0,14.0,14.0,14.0,0.0,0,0,,
2021-12-19,0,1,2.0,4.0,23.0,11.5,0.0,17.0,1.0,5.0,5.0,5.0,0.0,0,0,,
2021-12-25,1,1,2.0,5.0,45.0,22.5,1.0,34.0,1.0,13.0,13.0,13.0,0.0,0,0,,
2022-01-01,1,1,5.0,6.0,59.0,11.8,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2022-01-08,1,0,4.0,6.0,41.0,10.3,1.0,15.0,2.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0
2022-09-18,1,1,2.0,3.0,13.0,6.5,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2022-09-25,0,1,4.0,6.0,45.0,11.3,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2022-10-02,1,1,6.0,8.0,116.0,19.3,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2022-10-09,1,0,4.0,8.0,35.0,8.8,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2022-10-16,1,0,4.0,9.0,76.0,19.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2022-10-23,0,0,6.0,7.0,55.0,9.2,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2022-11-06,0,0,4.0,10.0,87.0,21.8,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2022-11-13,1,1,3.0,4.0,45.0,15.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2022-11-17,1,0,5.0,11.0,57.0,11.4,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2022-11-27,0,0,2.0,3.0,24.0,12.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2022-12-04,0,1,5.0,6.0,67.0,13.4,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2022-12-19,1,1,1.0,2.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2022-12-25,0,1,5.0,11.0,61.0,12.2,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-09-11,1,1,2.0,4.0,46.0,23.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-09-17,0,0,2.0,4.0,23.0,11.5,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-09-24,1,0,3.0,5.0,39.0,13.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-10-01,1,0,3.0,3.0,61.0,20.3,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-10-08,0,1,3.0,4.0,33.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-10-15,1,1,1.0,3.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-10-29,0,1,3.0,6.0,45.0,15.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-11-06,1,0,2.0,6.0,18.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-11-12,0,0,1.0,5.0,17.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-11-19,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-12-03,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-12-10,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-12-17,0,0,3.0,6.0,21.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-12-24,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2024-09-09,0,0,6.0,9.0,89.0,14.8,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-15,0,1,2.0,4.0,11.0,5.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-19,1,1,3.0,3.0,48.0,16.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-29,1,0,5.0,8.0,58.0,11.6,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-06,1,0,4.0,9.0,34.0,8.5,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
