Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2021-09-12,0,0,2,2.0,10.0,100.0,5.0,0,0,9.0,0.0,87.5,85.7,1.0,3,3.0,1.0,3.0
2021-09-19,1,1,6,13.0,60.0,46.2,4.6,0,1,21.0,2.0,27.7,5.5,10.0,31,3.1,0.0,10.0
2021-09-26,0,0,6,20.0,68.0,30.0,3.4,0,0,18.0,9.0,41.2,11.7,3.0,12,4.0,0.0,7.0
2021-10-03,1,1,11,17.0,209.0,64.7,12.3,0,1,64.0,1.0,82.7,77.2,3.0,9,3.0,0.0,11.0
2021-10-10,0,1,12,20.0,111.0,60.0,5.6,1,0,18.0,2.0,91.9,27.1,3.0,4,1.3,0.0,3.0
2021-10-17,1,0,16,27.0,174.0,59.3,6.4,1,1,21.0,4.0,75.2,45.5,6.0,43,7.2,0.0,16.0
2021-10-24,0,0,22,32.0,184.0,68.8,5.8,0,3,22.0,4.0,44.3,2.7,8.0,38,4.8,0.0,16.0
2021-10-31,1,0,19,27.0,175.0,70.4,6.5,1,1,22.0,4.0,84.6,72.3,10.0,103,10.3,1.0,22.0
2021-11-08,0,0,17,29.0,291.0,58.6,10.0,1,1,50.0,3.0,89.9,64.0,8.0,45,5.6,0.0,8.0
2021-11-21,1,0,4,11.0,79.0,36.4,7.2,0,0,29.0,2.0,62.3,9.8,4.0,23,5.8,0.0,8.0
2021-12-12,0,0,18,33.0,224.0,54.6,6.8,2,2,54.0,2.0,70.8,40.7,9.0,74,8.2,0.0,20.0
2021-12-20,1,0,26,39.0,285.0,66.7,7.3,1,0,27.0,3.0,96.6,21.5,7.0,35,5.0,0.0,23.0
2022-01-01,0,0,7,21.0,75.0,33.3,3.6,1,1,16.0,7.0,40.8,20.3,10.0,132,13.2,0.0,60.0
2022-09-11,1,1,8,17.0,121.0,47.1,7.1,2,1,51.0,2.0,85.7,51.2,11.0,28,2.5,0.0,12.0
2022-09-18,0,0,7,11.0,70.0,63.6,6.4,0,1,30.0,3.0,43.8,6.0,8.0,20,2.5,1.0,7.0
2022-09-25,1,1,8,17.0,106.0,47.1,6.2,0,2,24.0,5.0,27.7,17.3,8.0,47,5.9,0.0,29.0
2022-10-02,0,0,11,22.0,174.0,50.0,7.9,0,0,56.0,6.0,76.7,34.6,7.0,52,7.4,0.0,16.0
2022-10-09,0,0,15,21.0,208.0,71.4,9.9,1,0,39.0,2.0,118.8,80.8,8.0,47,5.9,0.0,12.0
2022-10-13,1,0,14,27.0,190.0,51.9,7.0,1,1,40.0,5.0,71.5,29.6,12.0,88,7.3,0.0,39.0
2022-10-24,0,1,13,21.0,179.0,61.9,8.5,1,1,26.0,4.0,85.2,60.3,14.0,82,5.9,1.0,20.0
2022-10-30,0,0,17,23.0,151.0,73.9,6.6,2,0,36.0,4.0,120.0,76.2,8.0,60,7.5,1.0,15.0
2022-11-06,1,0,17,28.0,123.0,60.7,4.4,3,0,18.0,2.0,106.7,96.2,15.0,178,11.9,1.0,61.0
2022-11-13,1,0,12,20.0,167.0,60.0,8.4,2,1,50.0,3.0,99.4,76.2,13.0,147,11.3,2.0,67.0
2022-11-20,0,0,14,21.0,153.0,66.7,7.3,1,1,32.0,4.0,84.0,35.9,18.0,85,4.7,1.0,17.0
2022-12-04,1,0,20,25.0,254.0,80.0,10.2,0,2,56.0,0.0,75.7,92.6,6.0,71,11.8,1.0,55.0
2022-12-18,1,0,14,21.0,152.0,66.7,7.2,2,0,35.0,6.0,119.5,38.6,15.0,95,6.3,0.0,39.0
2022-12-24,1,0,15,23.0,119.0,65.2,5.2,1,0,44.0,2.0,92.5,55.5,7.0,11,1.6,0.0,7.0
2023-01-07,0,0,11,16.0,148.0,68.8,9.3,0,0,33.0,5.0,97.9,58.9,8.0,27,3.4,0.0,7.0
