Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2023-01-06,0,1,20,26.0,264.0,76.9,10.2,2,0,75.0,2.0,134.1,88.7,3.0,20,6.7,0.0,12.0
2023-09-10,0,0,28,44.0,242.0,63.6,5.5,0,0,26.0,5.0,78.0,32.7,4.0,20,5.0,0.0,11.0
2023-09-17,1,0,30,47.0,384.0,63.8,8.2,2,0,32.0,6.0,103.5,49.6,3.0,1,0.3,0.0,2.0
2023-09-24,0,1,20,30.0,280.0,66.7,9.3,2,0,68.0,0.0,118.8,86.0,3.0,14,4.7,0.0,11.0
2023-10-01,1,1,16,30.0,306.0,53.3,10.2,2,0,52.0,0.0,111.2,74.7,4.0,16,4.0,0.0,11.0
2023-10-08,0,0,20,35.0,249.0,57.1,7.1,1,0,29.0,0.0,88.9,57.4,1.0,2,2.0,0.0,2.0
2023-10-15,1,1,13,27.0,199.0,48.2,7.4,2,1,34.0,2.0,82.2,40.4,3.0,2,0.7,0.0,2.0
2023-10-29,0,0,16,24.0,140.0,66.7,5.8,0,0,31.0,2.0,81.9,71.1,2.0,13,6.5,1.0,12.0
2023-11-05,1,1,30,42.0,470.0,71.4,11.2,5,0,75.0,3.0,147.8,79.6,0.0,10,0.0,0.0,10.0
2023-11-12,0,1,23,39.0,356.0,59.0,9.1,1,1,34.0,1.0,87.1,71.0,2.0,8,4.0,1.0,8.0
2023-11-19,1,1,27,37.0,336.0,73.0,9.1,2,3,40.0,3.0,85.0,36.9,1.0,-1,-1.0,0.0,-1.0
2023-11-26,1,0,26,36.0,304.0,72.2,8.4,2,0,34.0,4.0,116.0,77.2,6.0,47,7.8,1.0,16.0
2023-12-03,1,1,16,27.0,274.0,59.3,10.1,1,0,59.0,5.0,106.1,18.7,6.0,11,1.8,0.0,4.0
2023-12-10,0,0,10,23.0,91.0,43.5,4.0,0,0,26.0,4.0,54.8,8.4,0.0,0,0.0,0.0,0.0
2023-12-31,1,1,24,32.0,213.0,75.0,6.7,1,0,21.0,1.0,102.7,52.4,1.0,4,4.0,0.0,4.0
2024-09-08,0,1,24,32.0,234.0,75.0,7.3,2,0,55.0,4.0,115.9,67.7,4.0,13,3.3,0.0,13.0
2024-09-15,1,1,23,36.0,260.0,63.9,7.2,1,0,28.0,3.0,94.7,63.8,1.0,-1,-1.0,0.0,-1.0
2024-09-22,0,0,20,31.0,215.0,64.5,6.9,1,2,34.0,4.0,68.6,29.1,3.0,12,4.0,0.0,7.0
2024-09-29,1,1,27,40.0,345.0,67.5,8.6,2,0,31.0,2.0,110.9,71.4,3.0,17,5.7,0.0,11.0
2024-10-06,1,1,28,38.0,331.0,73.7,8.7,1,1,67.0,1.0,97.6,78.4,3.0,27,9.0,0.0,13.0
