Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2023-01-07,1,1,20,31.0,244.0,64.5,7.9,2,0,47.0,2.0,110.1,75.3,4.0,1,0.3,0.0,2.0
2023-10-01,0,0,24,39.0,238.0,61.5,6.1,0,1,25.0,7.0,68.1,8.1,3.0,3,1.0,1.0,2.0
2023-10-22,0,0,10,13.0,75.0,76.9,5.8,1,1,15.0,0.0,83.8,48.4,0.0,0,0.0,0.0,0.0
2023-11-05,1,1,16,25.0,209.0,64.0,8.4,0,0,50.0,0.0,90.2,82.2,0.0,0,0.0,0.0,0.0
2023-11-12,1,1,16,27.0,153.0,59.3,5.7,1,1,42.0,3.0,72.0,40.6,2.0,3,1.5,0.0,3.0
2023-11-19,0,0,24,41.0,271.0,58.5,6.6,1,3,46.0,2.0,56.0,18.6,1.0,3,3.0,0.0,3.0
2023-11-26,1,0,23,33.0,248.0,69.7,7.5,1,0,33.0,1.0,101.6,88.8,0.0,0,0.0,0.0,0.0
2023-12-10,1,0,21,32.0,171.0,65.6,5.3,0,1,38.0,4.0,66.0,15.6,1.0,2,2.0,0.0,2.0
2023-12-14,1,1,20,34.0,248.0,58.8,7.3,4,0,30.0,1.0,120.7,78.0,0.0,0,0.0,0.0,0.0
2023-12-25,0,1,9,21.0,62.0,42.9,3.0,0,0,21.0,2.0,50.3,11.4,4.0,-4,-1.0,0.0,-1.0
2023-12-31,0,0,30,47.0,299.0,63.8,6.4,2,0,24.0,2.0,96.0,64.5,2.0,3,1.5,0.0,3.0
2024-09-22,1,0,9,12.0,82.0,75.0,6.8,1,0,16.0,1.0,120.8,90.8,0.0,0,0.0,0.0,0.0
2024-10-06,0,0,10,20.0,94.0,50.0,4.7,0,1,21.0,1.0,42.5,21.0,0.0,0,0.0,0.0,0.0
