Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2019-09-08,0,0,3,4.0,17.0,75.0,4.3,0,0,6.0,0.0,82.3,19.4,1.0,5,5.0,0.0,5.0
2019-09-22,0,1,23,36.0,336.0,63.9,9.3,2,0,75.0,5.0,112.7,88.7,4.0,28,7.0,2.0,11.0
2019-09-29,1,1,23,31.0,225.0,74.2,7.3,1,2,31.0,0.0,78.0,68.7,5.0,33,6.6,0.0,16.0
2019-10-06,1,0,21,38.0,182.0,55.3,4.8,1,1,35.0,4.0,65.9,31.6,3.0,12,4.0,0.0,8.0
2019-10-10,0,0,15,31.0,161.0,48.4,5.2,1,3,64.0,1.0,35.2,17.8,2.0,8,4.0,0.0,9.0
2019-10-20,1,0,22,35.0,223.0,62.9,6.4,1,1,28.0,8.0,78.6,32.5,4.0,35,8.8,0.0,11.0
2019-10-27,0,0,28,41.0,322.0,68.3,7.9,4,0,38.0,3.0,124.2,51.7,4.0,13,3.3,0.0,9.0
2019-11-04,1,0,26,41.0,210.0,63.4,5.1,1,1,65.0,5.0,74.2,31.0,6.0,54,9.0,0.0,16.0
2019-11-10,0,0,26,40.0,308.0,65.0,7.7,4,0,61.0,6.0,121.7,75.2,3.0,20,6.7,0.0,11.0
2019-11-24,0,0,21,36.0,150.0,58.3,4.2,2,0,23.0,1.0,86.6,53.2,2.0,27,13.5,0.0,26.0
2019-12-01,1,0,20,37.0,240.0,54.1,6.5,1,3,43.0,0.0,49.4,64.4,5.0,6,1.2,0.0,6.0
2019-12-22,0,1,28,42.0,352.0,66.7,8.4,5,0,51.0,1.0,132.1,71.1,3.0,12,4.0,0.0,11.0
2019-12-29,1,0,28,47.0,301.0,59.6,6.4,1,1,33.0,4.0,76.6,51.2,3.0,26,8.7,0.0,17.0
2020-01-03,1,1,17,25.0,229.0,68.0,9.2,2,1,33.0,2.0,106.9,27.5,9.0,17,1.9,0.0,11.0
2020-09-14,1,0,26,41.0,279.0,63.4,6.8,2,2,41.0,3.0,79.2,58.6,4.0,22,5.5,0.0,13.0
2020-09-20,0,0,25,40.0,241.0,62.5,6.0,0,1,24.0,4.0,68.9,29.7,3.0,21,7.0,0.0,12.0
2020-09-27,1,0,17,32.0,179.0,53.1,5.6,0,1,29.0,2.0,56.6,48.6,5.0,49,9.8,0.0,23.0
2020-10-04,0,0,23,36.0,190.0,63.9,5.3,0,1,33.0,5.0,65.7,45.4,6.0,45,7.5,0.0,13.0
2020-10-11,0,0,20,33.0,222.0,60.6,6.7,0,0,39.0,2.0,80.6,59.5,2.0,-7,-3.5,0.0,-1.0
2020-10-18,1,1,12,19.0,112.0,63.2,5.9,1,1,23.0,1.0,74.9,83.3,7.0,74,10.6,0.0,49.0
2020-10-22,0,0,20,30.0,187.0,66.7,6.2,2,1,39.0,3.0,91.9,72.6,4.0,92,23.0,0.0,80.0
2020-11-02,1,0,25,41.0,256.0,61.0,6.2,2,2,30.0,3.0,74.8,47.0,3.0,20,6.7,0.0,15.0
2020-11-08,0,1,23,34.0,212.0,67.6,6.2,1,0,50.0,5.0,94.2,46.9,6.0,4,0.7,0.0,5.0
2020-11-15,1,1,21,28.0,244.0,75.0,8.7,0,0,40.0,3.0,100.9,89.1,9.0,64,7.1,1.0,34.0
2020-11-29,0,1,16,27.0,213.0,59.3,7.9,0,0,53.0,0.0,84.3,80.9,6.0,19,3.2,0.0,7.0
2020-12-13,1,0,11,21.0,127.0,52.4,6.0,0,0,39.0,6.0,70.9,6.9,0.0,0,0.0,0.0,0.0
2020-12-27,0,0,24,41.0,252.0,58.5,6.1,1,0,20.0,6.0,84.6,37.8,1.0,3,3.0,0.0,3.0
2021-09-12,1,0,22,37.0,267.0,59.5,7.2,1,0,42.0,2.0,90.7,54.2,6.0,27,4.5,1.0,8.0
2021-09-16,0,0,22,32.0,249.0,68.8,7.8,1,0,33.0,4.0,102.2,68.2,9.0,95,10.6,1.0,46.0
2021-09-26,1,0,24,35.0,266.0,68.6,7.6,0,0,38.0,2.0,90.9,56.0,8.0,39,4.9,0.0,12.0
2021-10-03,0,1,28,40.0,402.0,70.0,10.1,2,1,54.0,0.0,108.5,77.2,4.0,27,6.8,0.0,20.0
2021-10-10,0,0,5,13.0,98.0,38.5,7.5,0,0,38.0,0.0,65.5,66.1,3.0,9,3.0,0.0,6.0
2021-10-17,1,0,29,51.0,242.0,56.9,4.7,0,3,17.0,4.0,44.7,8.9,3.0,4,1.3,0.0,2.0
2021-10-24,1,1,23,33.0,203.0,69.7,6.2,1,0,27.0,2.0,95.9,42.3,8.0,28,3.5,0.0,14.0
2021-11-01,0,0,22,32.0,222.0,68.8,6.9,2,1,50.0,3.0,96.1,40.5,5.0,12,2.4,0.0,6.0
2021-11-07,1,1,15,20.0,110.0,75.0,5.5,1,0,30.0,2.0,104.2,45.1,4.0,17,4.3,0.0,8.0
2021-11-22,0,0,23,38.0,167.0,60.5,4.4,1,2,28.0,2.0,57.7,22.2,3.0,10,3.3,0.0,6.0
2021-11-28,1,1,19,30.0,202.0,63.3,6.7,1,0,20.0,1.0,94.0,53.2,9.0,30,3.3,0.0,14.0
2022-01-01,1,1,19,24.0,177.0,79.2,7.4,2,0,28.0,0.0,125.2,97.0,11.0,91,8.3,2.0,25.0
2022-09-11,0,1,17,21.0,188.0,81.0,9.0,2,1,65.0,5.0,115.9,24.4,6.0,25,4.2,0.0,11.0
2022-09-18,1,1,22,34.0,176.0,64.7,5.2,1,0,24.0,3.0,87.4,35.5,10.0,21,2.1,0.0,11.0
2022-09-26,1,0,20,37.0,196.0,54.1,5.3,0,1,21.0,5.0,57.9,48.4,9.0,79,8.8,0.0,17.0
2022-10-02,1,1,8,13.0,71.0,61.5,5.5,0,0,18.0,1.0,76.1,88.8,6.0,68,11.3,2.0,21.0
2022-10-09,1,1,21,27.0,217.0,77.8,8.0,0,0,41.0,1.0,100.2,76.2,10.0,37,3.7,0.0,14.0
2022-10-16,1,1,19,27.0,173.0,70.4,6.4,2,0,18.0,4.0,112.1,73.9,6.0,6,1.0,0.0,4.0
2022-10-23,0,1,19,30.0,202.0,63.3,6.7,1,0,32.0,1.0,94.0,88.2,11.0,107,9.7,1.0,24.0
2022-10-30,0,0,17,31.0,176.0,54.8,5.7,0,0,27.0,5.0,71.4,27.8,6.0,20,3.3,0.0,6.0
2022-11-13,1,1,13,17.0,197.0,76.5,11.6,2,0,54.0,3.0,153.3,84.7,5.0,24,4.8,0.0,11.0
2022-11-20,1,0,27,44.0,341.0,61.4,7.8,1,2,24.0,2.0,74.1,41.7,7.0,50,7.1,1.0,15.0
2022-11-24,0,0,21,35.0,228.0,60.0,6.5,1,0,44.0,3.0,88.8,60.9,3.0,14,4.7,0.0,8.0
2022-12-04,1,0,25,31.0,200.0,80.7,6.5,1,0,55.0,4.0,104.3,32.5,12.0,71,5.9,0.0,21.0
2022-12-11,1,0,18,27.0,169.0,66.7,6.3,1,0,37.0,4.0,96.1,77.0,4.0,26,6.5,1.0,17.0
2022-12-18,0,1,21,32.0,160.0,65.6,5.0,0,0,19.0,0.0,77.6,76.8,10.0,35,3.5,0.0,10.0
2022-12-24,0,0,30,42.0,334.0,71.4,8.0,1,1,33.0,3.0,92.8,59.1,4.0,34,8.5,0.0,14.0
2023-09-10,1,0,15,28.0,104.0,53.6,3.7,0,2,24.0,7.0,32.4,8.7,13.0,43,3.3,0.0,11.0
2023-09-17,0,1,26,37.0,321.0,70.3,8.7,2,1,58.0,3.0,103.5,72.5,9.0,59,6.6,1.0,15.0
2023-09-21,0,0,22,32.0,137.0,68.8,4.3,0,1,18.0,2.0,64.2,35.9,2.0,5,2.5,0.0,4.0
