Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2020-01-03,0,1,22,31.0,302.0,71.0,9.7,3,0,48.0,3.0,134.1,82.0,6.0,9,1.5,1.0,9.0
2020-09-20,1,0,22,33.0,311.0,66.7,9.4,1,1,35.0,2.0,94.4,65.3,4.0,18,4.5,1.0,11.0
2020-09-27,1,0,35,49.0,330.0,71.4,6.7,1,1,28.0,2.0,88.0,31.7,3.0,15,5.0,0.0,11.0
2020-10-04,0,0,20,25.0,290.0,80.0,11.6,3,1,72.0,2.0,137.9,79.2,5.0,14,2.8,0.0,5.0
2020-10-12,0,0,20,34.0,264.0,58.8,7.8,4,0,64.0,3.0,122.7,77.7,4.0,8,2.0,0.0,5.0
2020-10-25,1,1,27,43.0,347.0,62.8,8.1,3,0,70.0,1.0,111.3,77.1,9.0,66,7.3,1.0,31.0
2020-11-01,0,0,29,43.0,278.0,67.4,6.5,3,2,36.0,2.0,89.1,81.2,3.0,21,7.0,0.0,11.0
2020-11-08,1,0,28,42.0,326.0,66.7,7.8,2,0,50.0,2.0,105.9,32.9,5.0,24,4.8,0.0,11.0
2020-11-15,0,0,20,32.0,187.0,62.5,5.8,2,1,28.0,2.0,86.3,39.1,4.0,10,2.5,1.0,7.0
2020-11-22,1,1,37,49.0,366.0,75.5,7.5,3,0,54.0,3.0,116.5,88.4,2.0,11,5.5,0.0,8.0
2020-11-29,0,0,31,52.0,316.0,59.6,6.1,1,1,55.0,3.0,75.5,39.0,2.0,-2,-1.0,0.0,0.0
2020-12-06,1,0,26,53.0,209.0,49.1,3.9,0,2,24.0,3.0,43.7,7.0,0.0,0,0.0,0.0,0.0
2020-12-13,1,1,36,44.0,243.0,81.8,5.5,2,1,25.0,1.0,95.4,71.3,0.0,0,0.0,0.0,0.0
2020-12-17,0,1,22,32.0,314.0,68.8,9.8,2,0,53.0,1.0,121.1,80.5,4.0,14,3.5,1.0,12.0
2020-12-27,1,1,21,33.0,253.0,63.6,7.7,1,0,29.0,2.0,97.2,50.4,4.0,26,6.5,0.0,10.0
2021-01-02,1,1,22,31.0,237.0,71.0,7.6,2,0,45.0,0.0,114.6,91.5,4.0,2,0.5,0.0,2.0
2021-01-09,0,0,34,64.0,383.0,53.1,6.0,3,1,47.0,3.0,80.4,67.7,2.0,1,0.5,0.0,2.0
2021-09-12,0,1,31,47.0,337.0,66.0,7.2,1,1,23.0,2.0,85.2,52.7,4.0,-1,-0.3,0.0,2.0
2021-09-19,1,0,31,41.0,338.0,75.6,8.2,1,2,42.0,2.0,87.2,49.2,4.0,12,3.0,0.0,5.0
2021-09-26,0,1,26,38.0,281.0,68.4,7.4,4,0,43.0,1.0,125.0,81.9,4.0,16,4.0,0.0,9.0
2021-10-04,1,1,25,38.0,222.0,65.8,5.8,3,0,34.0,2.0,107.6,76.1,3.0,4,1.3,0.0,6.0
2021-10-10,1,1,26,43.0,398.0,60.5,9.3,4,0,72.0,2.0,122.0,91.9,4.0,29,7.3,1.0,11.0
2021-10-17,0,0,22,39.0,195.0,56.4,5.0,1,1,26.0,2.0,67.8,17.7,2.0,12,6.0,0.0,10.0
2021-10-31,1,0,18,35.0,223.0,51.4,6.4,2,2,41.0,3.0,66.7,19.6,2.0,9,4.5,0.0,10.0
2021-11-07,0,1,32,38.0,356.0,84.2,9.4,2,0,49.0,0.0,123.2,95.2,5.0,14,2.8,1.0,8.0
2021-11-14,1,0,20,34.0,195.0,58.8,5.7,1,1,26.0,2.0,72.5,63.7,2.0,22,11.0,0.0,17.0
2021-11-21,1,1,30,41.0,382.0,73.2,9.3,3,1,53.0,2.0,116.1,90.1,9.0,90,10.0,0.0,36.0
2021-11-28,0,0,28,44.0,303.0,63.6,6.9,2,2,34.0,3.0,80.0,59.9,4.0,36,9.0,0.0,13.0
