Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2011-01-01,1,0,22,44.0,232.0,50.0,5.3,0,0,31.0,1.0,65.7,51.2,4.0,17,4.3,0.0,13.0
2011-09-11,0,1,10,15.0,81.0,66.7,5.4,1,0,22.0,3.0,102.4,47.1,0.0,0,0.0,0.0,0.0
2011-09-18,0,0,27,41.0,332.0,65.9,8.1,2,0,84.0,2.0,107.0,55.8,2.0,3,1.5,0.0,5.0
2011-09-25,1,0,17,32.0,157.0,53.1,4.9,0,2,22.0,1.0,40.8,15.9,1.0,5,5.0,0.0,5.0
2011-10-02,1,1,18,36.0,298.0,50.0,8.3,1,2,58.0,2.0,64.4,21.9,3.0,12,4.0,1.0,6.0
2011-10-09,0,1,21,33.0,179.0,63.6,5.4,2,1,37.0,2.0,85.3,79.2,0.0,0,0.0,0.0,0.0
2011-10-16,1,1,25,32.0,264.0,78.1,8.3,1,0,32.0,0.0,111.5,70.5,2.0,-1,-0.5,0.0,0.0
2011-10-30,0,1,18,29.0,168.0,62.1,5.8,2,2,43.0,1.0,72.2,57.6,2.0,3,1.5,0.0,3.0
2011-11-06,0,1,22,39.0,217.0,56.4,5.6,3,0,25.0,1.0,97.9,77.4,3.0,4,1.3,0.0,3.0
2011-11-13,1,0,15,30.0,170.0,50.0,5.7,2,2,36.0,0.0,61.8,32.4,0.0,0,0.0,0.0,0.0
2011-11-20,0,0,24,45.0,373.0,53.3,8.3,1,3,49.0,2.0,60.7,50.7,4.0,32,8.0,0.0,11.0
2011-11-27,1,1,21,31.0,270.0,67.7,8.7,1,0,51.0,2.0,105.6,47.4,6.0,23,3.8,0.0,7.0
2011-12-04,0,0,11,24.0,135.0,45.8,5.6,1,0,43.0,3.0,77.6,26.5,2.0,6,3.0,0.0,4.0
2011-12-11,1,0,16,28.0,189.0,57.1,6.8,1,0,36.0,1.0,89.7,48.5,1.0,2,2.0,0.0,2.0
2011-12-18,0,1,15,26.0,179.0,57.7,6.9,0,1,55.0,1.0,62.8,,2.0,-2,-1.0,0.0,-1.0
2011-12-24,1,1,18,31.0,154.0,58.1,5.0,2,0,19.0,2.0,92.7,63.7,5.0,48,9.6,0.0,17.0
2012-09-10,0,0,22,37.0,221.0,59.5,6.0,0,1,27.0,4.0,65.3,34.1,3.0,11,3.7,0.0,6.0
2012-09-16,1,1,24,31.0,318.0,77.4,10.3,3,1,50.0,6.0,128.2,71.8,3.0,4,1.3,0.0,3.0
2012-09-23,0,1,19,27.0,328.0,70.4,12.1,3,1,59.0,2.0,132.9,89.0,2.0,16,8.0,0.0,17.0
2012-09-30,0,1,20,31.0,244.0,64.5,7.9,2,1,42.0,0.0,96.7,73.7,6.0,5,0.8,1.0,5.0
2012-10-07,1,0,26,43.0,234.0,60.5,5.4,1,2,24.0,3.0,63.5,31.6,4.0,21,5.3,0.0,12.0
2012-10-14,0,0,31,46.0,381.0,67.4,8.3,3,3,57.0,2.0,87.3,28.6,2.0,5,2.5,0.0,3.0
2012-10-21,1,0,14,28.0,105.0,50.0,3.8,1,1,17.0,0.0,56.4,22.0,1.0,-1,-1.0,0.0,-1.0
