Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
2020-09-13,1,0,23,36.0,193.0,63.9,5.4,0,1,19.0,3.0,66.1,13.9,8.0,46,5.8,1.0,23.0
2020-09-17,0,0,37,61.0,316.0,60.7,5.2,3,0,23.0,3.0,90.6,73.4,7.0,19,2.7,0.0,7.0
2020-09-27,0,0,31,44.0,312.0,70.5,7.1,2,0,42.0,8.0,105.5,45.7,1.0,-1,-1.0,0.0,-1.0
2020-10-04,1,1,25,36.0,300.0,69.4,8.3,1,1,30.0,1.0,92.4,43.1,4.0,11,2.8,0.0,11.0
2020-10-11,0,0,19,30.0,183.0,63.3,6.1,0,1,26.0,7.0,66.4,4.2,3.0,10,3.3,0.0,6.0
2020-10-18,0,0,25,39.0,313.0,64.1,8.0,0,1,67.0,2.0,78.3,72.2,3.0,2,0.7,1.0,2.0
2020-10-25,1,0,35,47.0,406.0,74.5,8.6,3,1,29.0,4.0,112.5,79.7,6.0,34,5.7,1.0,12.0
2020-11-01,1,1,26,37.0,249.0,70.3,6.7,2,0,24.0,0.0,106.7,70.8,3.0,9,3.0,0.0,7.0
2020-11-15,0,0,21,40.0,213.0,52.5,5.3,1,0,54.0,4.0,76.4,38.8,0.0,0,0.0,0.0,0.0
2020-11-22,0,0,22,34.0,203.0,64.7,6.0,1,0,25.0,0.0,90.7,28.6,2.0,12,6.0,0.0,10.0
2021-01-02,1,1,30,39.0,446.0,76.9,11.4,4,0,72.0,4.0,148.0,67.7,5.0,10,2.0,0.0,4.0
2021-09-12,1,1,20,27.0,261.0,74.1,9.7,2,0,50.0,5.0,128.8,69.7,1.0,2,2.0,0.0,2.0
2021-09-19,0,0,19,30.0,207.0,63.3,6.9,2,3,42.0,5.0,66.3,18.1,0.0,0,0.0,0.0,0.0
2021-09-26,0,1,14,18.0,172.0,77.8,9.6,3,1,34.0,0.0,122.9,77.5,5.0,7,1.4,0.0,8.0
2021-09-30,1,1,25,32.0,348.0,78.1,10.9,2,0,44.0,1.0,132.8,73.9,3.0,4,1.3,0.0,4.0
2021-10-10,1,0,26,38.0,281.0,68.4,7.4,2,2,70.0,3.0,85.5,59.4,3.0,11,3.7,0.0,9.0
2021-10-17,0,1,19,29.0,271.0,65.5,9.3,3,1,53.0,2.0,115.7,63.1,5.0,20,4.0,0.0,6.0
2021-10-24,0,1,23,38.0,416.0,60.5,10.9,3,1,82.0,1.0,113.5,81.1,1.0,0,0.0,0.0,0.0
2021-10-31,0,0,21,34.0,259.0,61.8,7.6,3,1,54.0,3.0,102.5,31.7,1.0,-1,-1.0,0.0,-1.0
2021-11-07,1,0,28,40.0,282.0,70.0,7.1,0,2,20.0,5.0,69.0,25.7,2.0,1,0.5,0.0,1.0
2021-11-21,0,1,20,29.0,148.0,69.0,5.1,1,0,17.0,3.0,92.3,55.7,3.0,11,3.7,0.0,6.0
2021-11-28,1,1,20,24.0,190.0,83.3,7.9,1,1,32.0,2.0,96.2,84.6,1.0,8,8.0,1.0,8.0
2021-12-05,1,0,24,40.0,300.0,60.0,7.5,1,2,32.0,6.0,70.8,37.4,1.0,6,6.0,1.0,6.0
2021-12-12,1,0,25,34.0,348.0,73.5,10.2,2,0,32.0,5.0,125.6,61.2,2.0,3,1.5,0.0,4.0
2021-12-19,0,1,15,22.0,157.0,68.2,7.1,1,0,56.0,3.0,103.8,53.2,5.0,25,5.0,0.0,8.0
2021-12-26,1,1,37,46.0,525.0,80.4,11.4,4,0,68.0,3.0,143.2,91.4,2.0,11,5.5,0.0,12.0
2022-01-08,1,1,25,42.0,215.0,59.5,5.1,1,0,33.0,2.0,81.0,26.2,3.0,10,3.3,0.0,6.0
2022-09-11,1,0,33,53.0,338.0,62.3,6.4,2,4,24.0,7.0,61.7,42.5,6.0,47,7.8,0.0,23.0
2022-09-18,0,0,24,36.0,199.0,66.7,5.5,1,0,19.0,6.0,89.9,57.1,4.0,26,6.5,0.0,12.0
2022-09-25,0,1,23,36.0,275.0,63.9,7.6,3,0,56.0,2.0,114.9,73.8,5.0,0,0.0,0.0,5.0
2022-09-29,1,1,20,31.0,287.0,64.5,9.3,2,0,59.0,1.0,115.9,48.5,5.0,6,1.2,0.0,5.0
2022-10-09,0,0,24,35.0,217.0,68.6,6.2,1,1,33.0,2.0,82.7,35.3,3.0,6,2.0,1.0,3.0
2022-10-16,0,1,28,37.0,300.0,75.7,8.1,3,0,60.0,3.0,126.0,84.0,4.0,25,6.3,1.0,19.0
2022-10-23,1,1,34,42.0,481.0,81.0,11.5,3,0,60.0,3.0,138.2,84.9,3.0,20,6.7,1.0,20.0
2022-10-31,0,0,25,35.0,232.0,71.4,6.6,2,1,41.0,5.0,96.4,20.2,1.0,2,2.0,0.0,2.0
2022-11-06,1,1,22,28.0,206.0,78.6,7.4,1,0,35.0,1.0,109.2,82.2,4.0,9,2.3,1.0,4.0
2022-11-20,0,1,24,39.0,355.0,61.5,9.1,4,2,33.0,2.0,104.1,55.9,4.0,5,1.3,0.0,5.0
2022-11-27,0,1,22,37.0,270.0,59.5,7.3,1,0,32.0,1.0,91.0,64.0,9.0,32,3.6,0.0,13.0
2022-12-04,1,1,25,31.0,286.0,80.7,9.2,2,0,40.0,1.0,126.6,73.2,11.0,46,4.2,1.0,16.0
2022-12-11,1,1,18,33.0,239.0,54.6,7.2,2,1,45.0,1.0,85.3,78.0,6.0,10,1.7,0.0,8.0
2022-12-18,0,1,27,39.0,200.0,69.2,5.1,4,1,19.0,2.0,104.6,57.0,3.0,8,2.7,0.0,10.0
2022-12-24,0,1,40,52.0,375.0,76.9,7.2,3,2,39.0,2.0,99.4,77.4,4.0,5,1.3,0.0,5.0
2023-09-10,0,0,14,31.0,82.0,45.2,2.6,0,0,12.0,2.0,52.2,35.0,1.0,-1,-1.0,0.0,-1.0
2023-09-17,1,0,27,41.0,222.0,65.9,5.4,2,1,32.0,1.0,85.6,69.0,1.0,5,5.0,0.0,5.0
2023-09-25,1,1,26,49.0,259.0,53.1,5.3,0,1,43.0,2.0,59.8,22.6,3.0,-2,-0.7,0.0,0.0
2023-10-01,0,0,20,30.0,165.0,66.7,5.5,0,0,17.0,3.0,80.6,14.2,3.0,1,0.3,0.0,1.0
2023-10-08,0,1,36,46.0,317.0,78.3,6.9,3,1,63.0,3.0,108.1,62.1,4.0,7,1.8,0.0,10.0
2023-10-15,1,1,24,35.0,185.0,68.6,5.3,2,1,31.0,3.0,88.4,36.4,2.0,4,2.0,0.0,5.0
2023-10-29,0,1,28,32.0,283.0,87.5,8.8,3,0,33.0,3.0,134.8,90.7,6.0,43,7.2,0.0,20.0
2023-11-05,1,1,31,44.0,348.0,70.5,7.9,2,0,32.0,1.0,108.9,83.8,5.0,4,0.8,0.0,7.0
2023-11-12,1,0,27,40.0,347.0,67.5,8.7,2,2,64.0,4.0,90.3,37.1,5.0,20,4.0,0.0,17.0
2023-11-16,0,0,11,17.0,101.0,64.7,5.9,1,0,21.0,2.0,100.4,43.4,1.0,7,7.0,0.0,7.0
2024-09-08,1,0,21,29.0,164.0,72.4,5.7,0,0,28.0,3.0,86.0,44.9,4.0,15,3.8,0.0,6.0
2024-09-15,0,0,23,36.0,258.0,63.9,7.2,2,0,47.0,3.0,103.7,70.7,6.0,9,1.5,0.0,4.0
2024-09-23,1,0,29,38.0,324.0,76.3,8.5,3,0,41.0,2.0,127.5,78.5,1.0,4,4.0,0.0,4.0
2024-09-29,0,1,22,31.0,232.0,71.0,7.5,2,1,63.0,0.0,100.5,87.9,1.0,10,10.0,0.0,10.0
2024-10-06,1,0,30,39.0,392.0,76.9,10.1,5,1,70.0,3.0,137.0,77.3,2.0,1,0.5,0.0,1.0
