Date,OPP,Result,REC,TGTS,YDS,AVG,TD,LNG,CAR,YDS2,AVG2,LNG2,TD2,FUM,LST,FF,KB
Sun 12/31,vsARI,L26-24,3,4,25,8.3,0,18,0,0,0.0,0,0,0,0,0,0
Sun 12/24,@DAL,W21-12,1,2,7,7.0,0,7,1,2,2.0,2,0,0,0,0,0
Sun 12/17,vsLAR,L42-7,2,3,8,4.0,0,4,0,0,0.0,0,0,0,0,0,0
Sun 12/10,@JAX,L30-24,4,5,90,22.5,1,74,1,10,10.0,10,0,0,0,0,0
Sun 12/3,vsPHI,W24-10,2,2,17,8.5,1,16,0,0,0.0,0,0,0,0,0,0
Sun 11/26,@SF,W24-13,0,1,0,0.0,0,0,1,2,2.0,2,0,0,0,0,0
Mon 11/20,vsATL,L34-31,4,5,37,9.3,0,14,0,0,0.0,0,0,0,0,-,-
Thu 11/9,@ARI,W22-16,1,2,16,16.0,0,16,0,0,0.0,0,0,0,0,0,0
Sun 11/5,vsWSH,L17-14,2,8,10,5.0,0,6,0,0,0.0,0,0,0,0,0,0
Sun 10/29,vsHOU,W41-38,6,8,121,20.2,0,54,1,-2,-2.0,-2,0,0,0,0,0
Sun 10/22,@NYG,W24-7,4,7,29,7.3,0,14,3,15,5.0,6,0,0,0,0,0
Sun 10/8,@LAR,W16-10,3,4,26,8.7,0,12,1,7,7.0,7,0,0,0,0,0
Sun 10/1,vsIND,W46-18,4,5,67,16.8,0,41,2,24,12.0,22,0,0,0,0,0
Sun 9/24,@TEN,L33-27,2,3,30,15.0,0,16,0,0,0.0,0,0,0,0,0,0
Sun 9/17,vsSF,W12-9,6,9,64,10.7,0,22,0,0,0.0,0,0,0,0,0,0
Sun 9/10,@GB,L17-9,1,3,8,8.0,0,8,0,0,0.0,0,0,0,0,0,0
Regular Season Stats,45,69,555,12.3,2,74,10,58,5.8,22,0,0,0,0,0,,
