Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 1/7,@GB,L17-9,11,16,148,68.8,9.3,0,0,33,5,97.9,58.9,8,27,3.4,0,7
Sun 12/31,vsATL,W37-17,20,32,268,62.5,8.4,1,0,32,3,99.5,66.1,11,45,4.1,1,13
Sun 12/24,vsARI,W27-16,15,27,170,55.6,6.3,1,1,53,1,71.5,64.3,9,97,10.8,1,39
Sun 12/17,@CLE,L20-17,19,40,166,47.5,4.2,1,2,30,3,46.5,17.2,7,30,4.3,0,15
Sun 12/10,vsDET,W28-13,19,33,223,57.6,6.8,1,0,41,3,88.3,63.4,12,58,4.8,1,19
Mon 11/27,@MIN,W12-10,27,37,217,73.0,5.9,0,0,36,3,87.3,41.7,12,59,4.9,0,14
Sun 11/19,@DET,L31-26,16,23,169,69.6,7.3,1,0,39,2,105.2,69.9,18,104,5.8,0,29
Sun 10/15,vsMIN,L19-13,6,10,58,60.0,5.8,0,1,39,4,36.7,12.7,8,46,5.8,0,13
Thu 10/5,@WSH,W40-20,15,29,282,51.7,9.7,4,0,58,3,125.3,76.0,11,57,5.2,0,14
Sun 10/1,vsDEN,L31-28,28,35,335,80.0,9.6,4,1,29,4,132.7,76.0,4,25,6.3,0,20
Sun 9/24,@KC,L41-10,11,22,99,50.0,4.5,1,1,29,3,58.7,16.5,11,47,4.3,0,17
Sun 9/17,@TB,L27-17,16,29,211,55.2,7.3,1,2,33,6,61.1,17.9,4,3,0.8,1,5
Sun 9/10,vsGB,L38-20,24,37,216,64.9,5.8,1,1,23,4,78.2,19.8,9,59,6.6,0,10
Regular Season Stats,227,370,"2,562",61.4,6.9,16,9,58,44,86.3,46.9,124,657,5.3,4,39,,
