Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 11/25,vsCLE,L35-20,10,17,100,58.8,5.9,1,1,17,0,70.7,67.6,2,21,10.5,0,21
Sun 11/18,@BAL,L24-21,19,36,211,52.8,5.9,2,0,32,1,89.0,69.2,2,29,14.5,0,20
Sun 11/11,vsNO,L51-14,12,20,153,60.0,7.7,1,2,36,4,61.0,15.9,1,8,8.0,0,8
Sun 10/28,vsTB,W37-34,21,34,280,61.8,8.2,2,0,32,2,107.5,70.3,3,10,3.3,0,8
Sun 10/21,@KC,L45-10,15,29,148,51.7,5.1,1,1,31,2,63.6,43.5,0,0,0.0,0,0
Sun 10/14,vsPIT,L28-21,26,42,229,61.9,5.5,2,0,23,3,92.3,68.2,0,0,0.0,0,0
Sun 10/7,vsMIA,W27-17,20,30,248,66.7,8.3,1,1,31,2,89.3,30.5,4,10,2.5,0,7
Sun 9/30,@ATL,W37-36,29,41,337,70.7,8.2,3,1,39,3,109.5,65.4,2,13,6.5,0,11
Sun 9/23,@CAR,L31-21,29,46,352,63.0,7.7,2,4,49,2,64.8,42.5,0,0,0.0,0,0
Thu 9/13,vsBAL,W34-23,24,42,265,57.1,6.3,4,0,32,0,107.7,73.1,0,0,0.0,0,0
Sun 9/9,@IND,W34-23,21,28,243,75.0,8.7,2,1,38,2,109.7,74.4,2,8,4.0,0,7
Regular Season Stats,226,365,"2,566",61.9,7.0,21,11,49,21,56.3,59.4,16,99,6.2,0,21,,
