Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 12/10,vsDEN,L24-7,9,17,96,52.9,5.6,0,1,18,4,45.2,1.4,0,0,0.0,0,0
Sun 12/3,@NE,W6-0,22,37,212,59.5,5.7,0,0,27,0,75.5,54.0,4,-5,-1.3,0,1
Sun 11/26,vsBAL,L20-10,29,44,217,65.9,4.9,1,1,31,3,75.7,51.7,4,47,11.8,0,35
Sun 11/19,@GB,L23-20,21,36,260,58.3,7.2,2,0,51,2,99.3,83.8,8,73,9.1,0,28
Sun 11/12,vsDET,L41-38,27,40,323,67.5,8.1,4,1,38,0,114.9,78.8,4,15,3.8,0,13
Mon 11/6,@NYJ,W27-6,16,30,136,53.3,4.5,0,0,23,5,65.4,52.7,3,17,5.7,0,10
Sun 10/29,vsCHI,W30-13,31,40,298,77.5,7.5,3,0,39,0,122.7,86.1,1,1,1.0,0,1
Sun 10/22,@KC,L31-17,17,30,259,56.7,8.6,1,2,60,5,68.6,42.3,2,5,2.5,0,6
Mon 10/16,vsDAL,L20-17,22,37,227,59.5,6.1,2,1,28,1,84.0,59.0,6,20,3.3,0,9
Sun 10/1,vsLV,W24-17,13,24,167,54.2,7.0,1,1,51,2,72.7,51.7,12,27,2.3,2,15
Sun 9/24,@MIN,W28-24,40,47,405,85.1,8.6,3,0,35,1,123.8,96.0,2,11,5.5,0,12
Sun 9/17,@TEN,L27-24 OT,27,41,305,65.9,7.4,2,0,42,3,104.2,63.3,1,0,0.0,0,0
Sun 9/10,vsMIA,L36-34,23,33,229,69.7,6.9,1,0,36,3,99.2,51.1,5,17,3.4,1,5
Regular Season Stats,297,456,"3,134",65.1,6.9,20,7,60,29,93.2,64.8,52,228,4.4,3,35,,
