Date,OPP,Result,REC,TGTS,YDS,AVG,TD,LNG,CAR,YDS2,AVG2,LNG2,TD2,FUM,LST,FF,KB
Sun 1/8,vsDET,L20-16,4,6,41,10.3,1,15,2,0,0.0,1,0,0,0,0,0
Sun 1/1,vsMIN,W41-17,5,6,59,11.8,0,16,0,0,0.0,0,0,0,0,0,0
Sun 12/25,@MIA,W26-20,5,11,61,12.2,0,42,0,0,0.0,0,0,0,0,0,0
Mon 12/19,vsLAR,W24-12,1,2,7,7.0,0,7,0,0,0.0,0,0,0,0,0,0
Sun 12/4,@CHI,W28-19,5,6,67,13.4,0,21,0,0,0.0,0,0,0,0,0,0
Sun 11/27,@PHI,L40-33,2,3,24,12.0,0,17,0,0,0.0,0,0,0,0,0,0
Thu 11/17,vsTEN,L27-17,5,11,57,11.4,0,23,0,0,0.0,0,0,0,0,0,0
Sun 11/13,vsDAL,W31-28 OT,3,4,45,15.0,0,36,0,0,0.0,0,0,0,0,0,0
Sun 11/6,@DET,L15-9,4,10,87,21.8,1,47,0,0,0.0,0,0,0,0,0,0
Sun 10/23,@WSH,L23-21,6,7,55,9.2,0,17,0,0,0.0,0,0,0,0,0,0
Sun 10/16,vsNYJ,L27-10,4,9,76,19.0,1,35,0,0,0.0,0,0,0,0,0,0
Sun 10/9,vsNYG,L27-22,4,8,35,8.8,1,17,0,0,0.0,0,0,0,0,0,0
Sun 10/2,vsNE,W27-24 OT,6,8,116,19.3,0,32,0,0,0.0,0,0,0,0,0,0
Sun 9/25,@TB,W14-12,4,6,45,11.3,1,26,0,0,0.0,0,0,0,0,0,0
Sun 9/18,vsCHI,W27-10,2,3,13,6.5,1,8,0,0,0.0,0,0,0,0,0,0
Regular Season Stats,60,100,788,13.1,6,47,2,0,0.0,1,0,0,0,0,0,,
