Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 1/1,vsBAL,W27-10,18,28,226,64.3,8.1,1,0,31,1,101.2,48.3,4,4,1.0,0,5
Sat 12/24,@HOU,L12-10,28,41,268,68.3,6.5,1,1,86,3,84.2,52.6,0,0,0.0,0,0
Sun 12/18,vsPIT,L24-20,16,27,157,59.3,5.8,0,1,25,1,60.3,47.2,1,1,1.0,1,1
Sun 12/11,@CLE,W23-10,20,28,180,71.4,6.4,2,0,18,4,112.2,62.4,2,17,8.5,0,9
Sun 12/4,vsPHI,W32-14,23,31,332,74.2,10.7,2,0,50,0,130.0,96.9,2,9,4.5,0,10
Sun 11/27,@BAL,L19-14,26,48,283,54.2,5.9,1,0,25,3,78.7,26.5,3,14,4.7,0,12
Sun 11/20,vsBUF,L16-12,24,43,207,55.8,4.8,1,2,21,1,57.0,20.1,4,10,2.5,1,7
Mon 11/14,@NYG,L21-20,16,29,204,55.2,7.0,1,1,71,3,74.5,27.8,1,15,15.0,0,15
Sun 10/30,vsWSH,T27-27 OT,27,42,284,64.3,6.8,1,1,40,3,81.8,39.1,4,21,5.3,1,14
Sun 10/23,vsCLE,W31-17,19,28,308,67.9,11.0,2,0,48,3,128.3,82.1,0,0,0.0,0,0
Sun 10/16,@NE,L35-17,21,31,254,67.7,8.2,1,0,32,2,103.4,90.5,2,17,8.5,1,15
Sun 10/9,@DAL,L28-14,29,41,269,70.7,6.6,2,0,22,4,104.6,39.0,6,34,5.7,0,13
Thu 9/29,vsMIA,W22-7,22,31,296,71.0,9.5,1,0,51,1,111.8,61.2,6,-12,-2.0,0,0
Sun 9/25,vsDEN,L29-17,21,31,206,67.7,6.6,0,1,27,4,72.8,63.4,6,40,6.7,0,15
Sun 9/18,@PIT,L24-16,31,54,366,57.4,6.8,1,0,29,1,84.3,49.9,2,7,3.5,0,5
Sun 9/11,@NYJ,W23-22,23,30,366,76.7,12.2,1,1,54,7,114.0,50.4,3,7,2.3,0,5
Regular Season Stats,364,563,"4,206",64.7,7.5,18,8,86,41,56.3,52.3,46,184,4.0,4,15,,
