Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sat 1/8,@PHI,W51-26,21,27,295,77.8,10.9,5,0,37,1,151.8,98.9,0,0,0.0,0,0
Sun 1/2,vsARI,L25-22,24,38,226,63.2,5.9,3,0,26,1,105.8,67.0,5,20,4.0,0,12
Sun 12/26,vsWSH,W56-14,28,39,330,71.8,8.5,4,0,40,3,131.4,76.5,4,21,5.3,0,13
Sun 12/19,@NYG,W21-6,28,37,217,75.7,5.9,1,0,19,3,98.6,78.6,2,-1,-0.5,0,0
Sun 12/12,@WSH,W27-20,22,39,211,56.4,5.4,1,2,24,4,58.8,12.3,7,15,2.1,0,11
Thu 12/2,@NO,W27-17,26,40,238,65.0,6.0,1,1,41,1,79.0,50.6,3,-3,-1.0,0,-1
Thu 11/25,vsLV,L36-33 OT,32,47,375,68.1,8.0,2,0,51,1,106.2,48.5,1,3,3.0,0,3
Sun 11/21,@KC,L19-9,28,43,216,65.1,5.0,0,2,19,5,57.9,11.2,0,0,0.0,0,0
Sun 11/14,vsATL,W43-3,24,31,296,77.4,9.5,2,0,37,0,127.9,94.7,2,5,2.5,1,4
Sun 11/7,vsDEN,L30-16,19,39,232,48.7,5.9,2,1,32,2,73.9,22.6,2,16,8.0,0,9
Sun 10/17,@NE,W35-29 OT,36,51,445,70.6,8.7,3,1,35,0,108.7,62.7,3,10,3.3,0,10
Sun 10/10,vsNYG,W44-20,22,32,302,68.8,9.4,3,1,49,2,116.9,58.3,2,6,3.0,0,6
Sun 10/3,vsCAR,W36-28,14,22,188,63.6,8.5,4,0,35,0,130.3,88.2,4,35,8.8,0,21
Mon 9/27,vsPHI,W41-21,21,26,238,80.8,9.2,3,0,44,4,143.3,35.6,9,6,0.7,0,5
Sun 9/19,@LAC,W20-17,23,27,237,85.2,8.8,0,1,48,2,87.8,36.6,0,0,0.0,0,0
Thu 9/9,@TB,L31-29,42,58,403,72.4,6.9,3,1,31,1,101.4,76.0,4,13,3.3,0,7
Regular Season Stats,410,596,"4,449",68.8,7.5,37,10,51,30,104.2,60.5,48,146,3.0,1,21,,
