Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 1/9,vsSEA,L38-30,28,39,240,71.8,6.2,1,0,35,5,96.1,44.5,5,35,7.0,0,11
Sun 1/2,@DAL,W25-22,26,38,263,68.4,6.9,2,0,43,1,105.5,83.1,9,44,4.9,0,15
Sat 12/25,vsIND,L22-16,27,43,245,62.8,5.7,1,0,33,0,85.9,52.4,4,74,18.5,0,57
Sun 12/19,@DET,L30-12,23,41,257,56.1,6.3,1,1,27,2,72.9,8.7,4,3,0.8,0,4
Mon 12/13,vsLAR,L30-23,32,49,383,65.3,7.8,0,2,47,4,72.1,45.8,7,61,8.7,0,17
Sun 12/5,@CHI,W33-22,11,15,123,73.3,8.2,2,0,23,1,136.9,88.3,10,59,5.9,2,14
Thu 10/28,vsGB,L24-21,22,33,274,66.7,8.3,0,2,55,2,67.0,53.6,6,21,3.5,0,9
Sun 10/24,vsHOU,W31-5,20,28,261,71.4,9.3,3,1,47,4,121.3,53.7,6,10,1.7,0,7
Sun 10/17,@CLE,W37-14,20,30,229,66.7,7.6,4,0,34,2,129.0,77.1,7,6,0.9,0,4
Sun 10/10,vsSF,W17-10,22,31,239,71.0,7.7,1,0,33,2,104.1,35.2,7,1,0.1,0,10
Sun 10/3,@LAR,W37-20,24,32,268,75.0,8.4,2,0,41,3,120.3,87.7,6,39,6.5,0,18
Sun 9/26,@JAX,W31-19,28,34,316,82.4,9.3,0,1,36,0,93.1,66.7,7,19,2.7,1,9
Sun 9/19,vsMIN,W34-33,29,36,400,80.6,11.1,3,2,77,3,117.6,78.5,5,31,6.2,1,12
Sun 9/12,@TEN,W38-13,21,32,289,65.6,9.0,4,1,38,2,121.0,88.3,5,20,4.0,1,8
Regular Season Stats,333,481,"3,787",69.2,7.9,24,10,77,31,100.6,63.2,88,423,4.8,5,57,,
