Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 1/3,vsMIN,L20-13,28,44,291,63.6,6.6,1,1,37,5,80.8,37.8,3,12,4.0,0,11
Sun 12/27,@ARI,L38-8,15,28,151,53.6,5.4,1,1,38,8,66.2,23.9,3,19,6.3,0,10
Sun 12/20,@OAK,W30-20,22,39,204,56.4,5.2,1,1,30,2,68.8,68.9,1,-1,-1.0,0,-1
Sun 12/13,vsDAL,W28-7,22,35,218,62.9,6.2,2,0,24,2,99.5,67.3,3,27,9.0,0,16
Thu 12/3,@DET,W27-23,24,36,273,66.7,7.6,2,1,61,3,96.2,71.9,4,27,6.8,1,17
Thu 11/26,vsCHI,L17-13,22,43,202,51.2,4.7,1,1,32,2,62.4,18.2,4,33,8.3,0,18
Sun 11/22,@MIN,W30-13,16,34,212,47.1,6.2,2,0,37,2,86.9,81.8,3,6,2.0,0,8
Sun 11/15,vsDET,L18-16,35,61,333,57.4,5.5,2,0,32,3,83.6,53.5,2,8,4.0,0,9
Sun 11/8,@CAR,L37-29,25,48,369,52.1,7.7,4,1,53,5,96.6,39.3,4,22,5.5,0,8
Sun 11/1,@DEN,L29-10,14,22,77,63.6,3.5,0,0,17,3,69.7,78.2,2,31,15.5,0,17
Sun 10/18,vsSD,W27-20,16,29,255,55.2,8.8,2,0,46,3,107.7,65.5,2,14,7.0,0,15
Sun 10/11,vsSTL,W24-10,19,30,241,63.3,8.0,2,2,65,2,82.8,33.1,8,39,4.9,0,18
Sun 10/4,@SF,W17-3,22,32,224,68.8,7.0,1,0,38,3,99.0,73.4,3,33,11.0,0,17
Mon 9/28,vsKC,W38-28,24,35,333,68.6,9.5,5,0,52,1,138.5,88.1,2,16,8.0,0,11
Sun 9/20,vsSEA,W27-17,25,33,249,75.8,7.5,2,0,29,2,116.9,78.7,6,23,3.8,0,9
Sun 9/13,@CHI,W31-23,18,23,189,78.3,8.2,3,0,34,0,140.5,84.7,8,35,4.4,0,15
Regular Season Stats,347,572,"3,821",60.7,6.7,31,8,65,46,52.1,60.0,58,344,5.9,1,18,,
