Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 12/30,vsMIA,W42-17,17,26,224,65.4,8.6,3,1,46,1,114.9,91.8,9,95,10.6,2,35
Sun 12/23,@NE,L24-12,20,41,217,48.8,5.3,1,2,31,0,52.6,16.5,5,30,6.0,0,13
Sun 12/16,vsDET,W14-13,13,26,204,50.0,7.8,1,0,42,1,89.3,17.9,9,16,1.8,1,10
Sun 12/9,vsNYJ,L27-23,18,36,206,50.0,5.7,0,2,38,3,44.4,70.0,9,101,11.2,1,31
Sun 12/2,@MIA,L21-17,18,33,231,54.5,7.0,2,2,38,2,71.7,81.8,9,135,15.0,0,28
Sun 11/25,vsJAX,W24-21,8,19,160,42.1,8.4,1,0,75,0,89.8,78.2,13,99,7.6,1,45
Sun 10/14,@HOU,L20-13,10,17,84,58.8,4.9,0,0,39,2,71.7,38.4,4,20,5.0,0,11
Sun 10/7,vsTEN,W13-12,10,19,82,52.6,4.3,0,1,13,1,42.0,34.4,4,19,4.8,1,14
Sun 9/30,@GB,L22-0,16,33,151,48.5,4.6,0,2,34,7,36.3,4.9,5,19,3.8,0,8
Sun 9/23,@MIN,W27-6,15,22,196,68.2,8.9,1,0,55,3,111.2,91.4,10,39,3.9,2,10
Sun 9/16,vsLAC,L31-20,18,33,245,54.5,7.4,1,2,57,5,63.3,17.6,8,32,4.0,0,14
Sun 9/9,@BAL,L47-3,6,15,74,40.0,4.9,0,0,24,3,56.0,37.0,4,26,6.5,0,14
Regular Season Stats,169,320,"2,074",52.8,6.5,10,12,75,28,52.1,49.8,89,631,7.1,8,45,,
