Date,OPP,Result,REC,TGTS,YDS,AVG,TD,LNG,CAR,YDS2,AVG2,LNG2,TD2,FUM,LST,FF,KB
Sun 12/24,vsWSH,W30-28,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
Sun 12/17,@MIA,L30-0,3,6,21,7.0,0,11,0,0,0.0,0,0,0,0,0,0
Sun 12/10,vsHOU,W30-6,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
Sun 12/3,vsATL,L13-8,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
Sun 11/19,@BUF,L32-6,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
Sun 11/12,@LV,L16-12,1,5,17,17.0,0,17,0,0,0.0,0,0,0,0,0,0
Mon 11/6,vsLAC,L27-6,2,6,18,9.0,0,12,0,0,0.0,0,0,0,0,0,0
Sun 10/29,@NYG,W13-10 OT,3,6,45,15.0,0,29,0,0,0.0,0,0,0,0,0,0
Sun 10/15,vsPHI,W20-14,1,3,8,8.0,0,8,0,0,0.0,0,0,0,0,0,0
Sun 10/8,@DEN,W31-21,3,4,33,11.0,0,12,0,0,0.0,0,0,0,0,0,0
Sun 10/1,vsKC,L23-20,3,3,61,20.3,1,39,0,0,0.0,0,0,0,0,0,0
Sun 9/24,vsNE,L15-10,3,5,39,13.0,0,21,0,0,0.0,0,0,0,0,0,0
Sun 9/17,@DAL,L30-10,2,4,23,11.5,0,14,0,0,0.0,0,0,0,0,0,0
Mon 9/11,vsBUF,W22-16 OT,2,4,46,23.0,0,24,0,0,0.0,0,0,0,0,0,0
Regular Season Stats,23,49,311,13.5,1,39,0,0,0.0,0,0,0,0,0,0,,
