Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 1/9,@LV,L35-32 OT,34,64,383,53.1,6.0,3,1,47,3,80.4,67.7,2,1,0.5,0,2
Sun 1/2,vsDEN,W34-13,22,31,237,71.0,7.6,2,0,45,0,114.6,91.5,4,2,0.5,0,2
Sun 12/26,@HOU,L41-29,27,35,336,77.1,9.6,1,2,27,1,92.1,49.9,4,15,3.8,0,8
Thu 12/16,vsKC,L34-28 OT,22,38,236,57.9,6.2,2,1,29,0,82.8,51.8,5,16,3.2,1,8
Sun 12/12,vsNYG,W37-21,23,31,275,74.2,8.9,3,0,59,2,133.1,67.0,4,19,4.8,0,10
Sun 12/5,@CIN,W41-22,26,35,317,74.3,9.1,3,1,47,4,118.4,83.7,1,6,6.0,0,6
Sun 11/28,@DEN,L28-13,28,44,303,63.6,6.9,2,2,34,3,80.0,59.9,4,36,9.0,0,13
Sun 11/21,vsPIT,W41-37,30,41,382,73.2,9.3,3,1,53,2,116.1,90.1,9,90,10.0,0,36
Sun 11/14,vsMIN,L27-20,20,34,195,58.8,5.7,1,1,26,2,72.5,63.7,2,22,11.0,0,17
Sun 11/7,@PHI,W27-24,32,38,356,84.2,9.4,2,0,49,0,123.2,95.2,5,14,2.8,1,8
Sun 10/31,vsNE,L27-24,18,35,223,51.4,6.4,2,2,41,3,66.7,19.6,2,9,4.5,0,10
Sun 10/17,@BAL,L34-6,22,39,195,56.4,5.0,1,1,26,2,67.8,17.7,2,12,6.0,0,10
Sun 10/10,vsCLE,W47-42,26,43,398,60.5,9.3,4,0,72,2,122.0,91.9,4,29,7.3,1,11
Mon 10/4,vsLV,W28-14,25,38,222,65.8,5.8,3,0,34,2,107.6,76.1,3,4,1.3,0,6
Sun 9/26,@KC,W30-24,26,38,281,68.4,7.4,4,0,43,1,125.0,81.9,4,16,4.0,0,9
Sun 9/19,vsDAL,L20-17,31,41,338,75.6,8.2,1,2,42,2,87.2,49.2,4,12,3.0,0,5
Sun 9/12,@WSH,W20-16,31,47,337,66.0,7.2,1,1,23,2,85.2,52.7,4,-1,-0.3,0,2
Regular Season Stats,443,672,"5,014",65.9,7.5,38,15,72,31,97.7,70.9,63,302,4.8,3,36,,
