Date,OPP,Result,CMP,ATT,YDS,CMP%,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG,TD2,LNG2
Sat 9/14,vsUTSA,W56-7,14,16,185,87.5,2,1,49,0,213.4,85.8,1,7,7.0,0,7
Sat 9/7,@10MICH,W31-12,24,36,246,66.7,3,0,33,0,151.6,90.2,4,0,0.0,0,8
Sat 8/31,vsCSU,W52-0,20,27,260,74.1,3,1,38,1,184.2,71.3,1,-6,-6.0,0,0
Regular Season Stats,58,79,691,73.4,8,2,49,1,175.2,85.0,6,1,0.2,0,8,,
