Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 11/22,@WSH,L20-9,22,34,203,64.7,6.0,1,0,25,0,90.7,28.6,2,12,6.0,0,10
Sun 11/15,@PIT,L36-10,21,40,213,52.5,5.3,1,0,54,4,76.4,38.8,0,0,0.0,0,0
Sun 11/1,vsTEN,W31-20,26,37,249,70.3,6.7,2,0,24,0,106.7,70.8,3,9,3.0,0,7
Sun 10/25,vsCLE,L37-34,35,47,406,74.5,8.6,3,1,29,4,112.5,79.7,6,34,5.7,1,12
Sun 10/18,@IND,L31-27,25,39,313,64.1,8.0,0,1,67,2,78.3,72.2,3,2,0.7,1,2
Sun 10/11,@BAL,L27-3,19,30,183,63.3,6.1,0,1,26,7,66.4,4.2,3,10,3.3,0,6
Sun 10/4,vsJAX,W33-25,25,36,300,69.4,8.3,1,1,30,1,92.4,43.1,4,11,2.8,0,11
Sun 9/27,@PHI,T23-23 OT,31,44,312,70.5,7.1,2,0,42,8,105.5,45.7,1,-1,-1.0,0,-1
Thu 9/17,@CLE,L35-30,37,61,316,60.7,5.2,3,0,23,3,90.6,73.4,7,19,2.7,0,7
Sun 9/13,vsLAC,L16-13,23,36,193,63.9,5.4,0,1,19,3,66.1,13.9,8,46,5.8,1,23
Regular Season Stats,264,404,"2,688",65.3,6.7,13,5,67,32,52.1,48.5,37,142,3.8,3,23,,
