Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 12/30,@BAL,L26-24,23,42,376,54.8,9.0,3,3,48,0,79.1,54.1,0,0,0.0,0,0
Sun 12/23,vsCIN,W26-18,27,37,284,73.0,7.7,3,0,66,0,121.9,85.6,6,16,2.7,0,10
Sat 12/15,@DEN,W17-16,18,31,188,58.1,6.1,2,1,31,2,83.8,41.0,4,6,1.5,0,9
Sun 12/9,vsCAR,W26-20,18,22,238,81.8,10.8,1,0,66,1,126.9,68.2,4,2,0.5,0,3
Sun 12/2,@HOU,L29-13,29,43,397,67.4,9.2,1,3,71,0,75.4,21.2,0,0,0.0,0,0
Sun 11/25,@CIN,W35-20,19,26,258,73.1,9.9,4,0,24,0,143.9,96.2,4,-4,-1.0,0,5
Sun 11/11,vsATL,W28-16,17,20,216,85.0,10.8,3,0,28,0,151.3,95.4,6,20,3.3,0,10
Sun 11/4,vsKC,L37-21,29,42,297,69.0,7.1,2,1,38,2,95.0,57.3,0,0,0.0,0,0
Sun 10/28,@PIT,L33-18,22,36,180,61.1,5.0,2,1,24,2,80.8,23.7,1,9,9.0,0,9
Sun 10/21,@TB,L26-23 OT,23,34,215,67.6,6.3,2,0,23,5,104.4,15.9,4,43,10.8,0,35
Sun 10/14,vsLAC,L38-14,22,46,238,47.8,5.2,1,2,32,5,52.6,13.9,2,8,4.0,0,6
Sun 10/7,vsBAL,W12-9 OT,25,43,342,58.1,8.0,1,1,39,5,81.7,31.4,2,23,11.5,0,13
Sun 9/30,@OAK,L45-42 OT,21,41,295,51.2,7.2,2,2,59,2,70.7,47.7,4,10,2.5,0,7
Thu 9/20,vsNYJ,W21-17,17,23,201,73.9,8.7,0,0,29,1,100.1,93.9,2,-2,-1.0,0,-1
Regular Season Stats,310,486,"3,725",63.8,7.7,27,14,71,25,56.3,51.2,39,131,3.4,0,35,,
