Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 12/24,@TEN,W27-23,22,38,301,57.9,7.9,4,0,80,1,118.4,42.8,3,-6,-2.0,0,2
Sun 12/17,@SEA,W42-7,14,21,120,66.7,5.7,2,1,15,2,93.4,37.7,0,0,0.0,0,0
Sun 12/10,vsPHI,L43-35,16,26,199,61.5,7.7,2,0,64,2,110.9,36.9,2,2,1.0,0,3
Sun 12/3,@ARI,W32-16,21,31,220,67.7,7.1,2,1,33,1,96.2,44.2,1,2,2.0,0,2
Sun 11/26,vsNO,W26-20,28,43,354,65.1,8.2,2,1,53,4,96.5,63.1,3,-3,-1.0,0,-1
Sun 11/19,@MIN,L24-7,23,37,225,62.2,6.1,0,0,23,2,79.2,70.8,2,8,4.0,0,9
Sun 11/12,vsHOU,W33-7,25,37,355,67.6,9.6,3,0,94,3,125.4,35.4,4,3,0.8,0,6
Sun 11/5,@NYG,W51-17,14,22,311,63.6,14.1,4,0,67,0,146.8,95.3,0,0,0.0,0,0
Sun 10/22,vsARI,W33-0,22,37,235,59.5,6.4,1,1,35,1,75.8,74.7,2,13,6.5,1,9
Sun 10/15,@JAX,W27-17,11,21,124,52.4,5.9,1,0,22,3,86.2,60.9,4,9,2.3,0,6
Sun 10/8,vsSEA,L16-10,22,47,288,46.8,6.1,0,2,35,2,48.9,41.8,1,22,22.0,0,22
Sun 10/1,@DAL,W35-30,21,36,255,58.3,7.1,2,0,53,1,98.7,46.8,1,-1,-1.0,0,-1
Thu 9/21,@SF,W41-39,22,28,292,78.6,10.4,3,0,47,0,145.8,93.0,1,-1,-1.0,0,-1
Sun 9/17,vsWSH,L27-20,14,24,219,58.3,9.1,1,1,69,2,85.2,33.8,3,1,0.3,0,1
Sun 9/10,vsIND,W46-9,21,29,306,72.4,10.6,1,0,39,1,117.9,57.1,1,2,2.0,0,2
Regular Season Stats,296,477,"3,804",62.1,8.0,28,7,94,25,56.3,56.3,28,51,1.8,1,22,,
