Date,OPP,Result,REC,TGTS,YDS,AVG,TD,LNG,CAR,YDS2,AVG2,LNG2,TD2,FUM,LST,FF,KB
Sun 12/31,@LAR,W34-13,4,6,100,25.0,0,44,0,0,0.0,0,0,0,0,0,0
Sun 12/24,vsJAX,W44-33,3,3,42,14.0,1,21,0,0,0.0,0,0,0,0,0,0
Sun 12/17,vsTEN,W25-23,4,5,52,13.0,0,24,0,0,0.0,0,0,0,0,0,0
Sun 12/10,@HOU,W26-16,2,2,10,5.0,0,8,0,0,0.0,0,0,0,0,0,0
Sun 12/3,@CHI,W15-14,2,3,20,10.0,0,11,0,0,0.0,0,0,0,0,0,0
Sun 11/26,vsSEA,L24-13,1,2,14,14.0,0,14,0,0,0.0,0,0,0,0,0,0
Sun 11/5,vsARI,L20-10,3,5,27,9.0,0,14,0,0,0.0,0,0,0,0,0,0
Sun 10/29,@PHI,L33-10,2,4,22,11.0,0,22,0,0,0.0,0,0,0,0,0,0
Sun 10/22,vsDAL,L40-10,1,2,16,16.0,0,16,0,0,0.0,0,0,0,0,0,0
Sun 10/15,@WSH,L26-24,4,8,46,11.5,0,31,0,0,0.0,0,0,0,0,0,0
Sun 10/8,@IND,L26-23 OT,7,9,83,11.9,1,27,0,0,0.0,0,0,0,0,0,0
Sun 10/1,@ARI,L18-15 OT,2,3,35,17.5,0,21,0,0,0.0,0,0,0,0,0,0
Thu 9/21,vsLAR,L41-39,1,3,8,8.0,0,8,0,0,0.0,0,0,0,0,0,0
Sun 9/17,@SEA,L12-9,2,2,13,6.5,0,14,0,0,0.0,0,0,0,0,0,0
Sun 9/10,vsCAR,L23-3,5,6,27,5.4,0,13,0,0,0.0,0,0,0,0,0,0
Regular Season Stats,43,63,515,12.0,2,44,0,0,0.0,0,0,0,0,0,0,,
