Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 1/7,vsMIN,W30-20,23,32,320,71.9,10.0,2,0,70,1,124.5,88.4,0,0,0.0,0,0
Sat 12/30,@DAL,L20-19,19,34,271,55.9,8.0,1,2,63,1,67.2,33.2,0,0,0.0,0,0
Sun 12/24,@MIN,W30-24,30,40,257,75.0,6.4,1,0,25,1,99.7,68.2,3,0,0.0,0,2
Sat 12/16,vsDEN,W42-17,24,34,278,70.6,8.2,5,0,29,2,134.6,76.3,0,0,0.0,0,0
Sun 12/10,@CHI,L28-13,20,35,161,57.1,4.6,1,2,27,4,54.6,29.5,1,0,0.0,0,0
Sun 12/3,@NO,W33-28,16,25,213,64.0,8.5,2,0,48,1,117.6,79.3,2,-2,-1.0,0,-1
Thu 11/23,vsGB,L29-22,29,44,332,65.9,7.5,2,0,38,3,103.6,14.3,3,9,3.0,0,4
Sun 11/19,vsCHI,W31-26,23,35,236,65.7,6.7,2,3,32,2,68.3,59.2,2,3,1.5,0,4
Sun 11/12,@LAC,W41-38,23,33,333,69.7,10.1,2,0,46,0,122.4,79.1,3,-2,-0.7,0,0
Mon 10/30,vsLV,W26-14,26,37,272,70.3,7.4,1,1,44,0,89.0,58.9,2,-2,-1.0,0,-1
Sun 10/22,@BAL,L38-6,33,53,284,62.3,5.4,0,1,22,5,68.4,14.8,0,0,0.0,0,0
Sun 10/15,@TB,W20-6,30,44,353,68.2,8.0,2,0,45,3,107.5,74.7,2,3,1.5,0,4
Sun 10/8,vsCAR,W42-24,20,28,236,71.4,8.4,3,0,31,2,132.4,75.2,2,0,0.0,1,1
Thu 9/28,@GB,W34-20,19,28,210,67.9,7.5,1,1,35,2,86.9,58.2,2,10,5.0,0,11
Sun 9/24,vsATL,W20-6,22,33,243,66.7,7.4,1,1,45,0,85.8,59.6,5,3,0.6,1,3
Sun 9/17,vsSEA,L37-31 OT,28,35,323,80.0,9.2,3,1,39,2,121.8,83.4,0,0,0.0,0,0
Thu 9/7,@KC,W21-20,22,35,253,62.9,7.2,1,0,33,1,94.1,69.0,5,-1,-0.2,0,2
Regular Season Stats,407,605,"4,575",67.3,7.6,30,12,70,30,97.9,61.1,32,21,0.7,2,11,,
