Date,OPP,Result,REC,TGTS,YDS,AVG,TD,LNG,CAR,YDS2,AVG2,LNG2,TD2,FUM,LST,FF,KB
Sun 12/29,@SEA,W26-21,7,7,86,12.3,0,26,1,7,7.0,7,0,0,0,0,0
Sat 12/21,vsLAR,W34-31,5,8,79,15.8,1,36,0,0,0.0,0,0,0,0,0,0
Sun 12/15,vsATL,L29-22,13,17,134,10.3,0,21,0,0,0.0,0,0,1,0,0,0
Sun 12/8,@NO,W48-46,6,8,67,11.2,1,39,0,0,0.0,0,0,0,0,0,0
Sun 12/1,@BAL,L20-17,2,4,17,8.5,0,13,1,-3,-3.0,-3,0,0,0,0,0
Sun 11/24,vsGB,W37-8,6,6,129,21.5,1,61,0,0,0.0,0,0,0,0,0,0
Thu 10/31,@ARI,W28-25,6,8,79,13.2,1,30,0,0,0.0,0,0,0,0,0,0
Sun 10/27,vsCAR,W51-13,6,7,86,14.3,0,29,0,0,0.0,0,0,0,0,0,0
Sun 10/20,@WSH,W9-0,3,5,38,12.7,0,16,2,0,0.0,2,0,0,0,0,0
Sun 10/13,@LAR,W20-7,8,8,103,12.9,0,45,0,0,0.0,0,0,0,0,0,0
Mon 10/7,vsCLE,W31-3,6,8,70,11.7,1,22,1,18,18.0,18,0,0,0,-,-
Sun 9/22,vsPIT,W24-20,6,8,57,9.5,0,12,0,0,0.0,0,0,0,0,0,0
Sun 9/15,@CIN,W41-17,3,3,54,18.0,0,36,0,0,0.0,0,0,0,0,0,0
Sun 9/8,@TB,W31-17,8,10,54,6.8,0,19,0,0,0.0,0,0,0,0,0,0
Regular Season Stats,85,107,"1,053",12.4,5,61,5,22,4.4,18,0,1,0,0,0,,
