Date,OPP,Result,REC,TGTS,YDS,AVG,TD,LNG,CAR,YDS2,AVG2,LNG2,TD2,FUM,LST,FF,KB
Sun 1/7,@ARI,W21-20,2,4,71,35.5,1,37,0,0,0.0,0,0,0,0,0,0
Sun 12/31,vsPIT,L30-23,1,5,10,10.0,0,10,0,0,0.0,0,0,0,0,0,0
Sun 12/24,@TEN,W20-17,8,11,81,10.1,0,21,0,0,0.0,0,0,0,0,0,0
Mon 12/18,vsPHI,W20-17,3,9,21,7.0,0,12,0,0,0.0,0,0,0,0,0,0
Sun 12/10,@SF,L28-16,6,6,89,14.8,0,24,0,0,0.0,0,0,0,0,0,0
Thu 11/30,@DAL,L41-35,5,8,47,9.4,0,17,0,0,0.0,0,0,0,0,0,0
Thu 11/23,vsSF,L31-13,3,5,30,10.0,0,11,0,0,0.0,0,0,0,0,0,0
Sun 11/19,@LAR,L17-16,5,7,51,10.2,0,13,0,0,0.0,0,0,0,0,0,0
Sun 11/12,vsWSH,W29-26,8,10,92,11.5,1,20,0,0,0.0,0,0,0,0,0,0
Sun 11/5,@BAL,L37-3,3,8,32,10.7,0,18,0,0,0.0,0,0,0,0,0,0
Sun 10/29,vsCLE,W24-20,8,9,81,10.1,1,17,0,0,0.0,0,0,0,0,0,0
Sun 10/22,vsARI,W20-10,4,5,38,9.5,0,15,0,0,0.0,0,0,0,0,0,0
Sun 10/15,@CIN,L17-13,6,8,94,15.7,0,36,0,0,0.0,0,0,0,0,0,0
Mon 10/2,@NYG,W24-3,4,6,54,13.5,0,23,0,0,0.0,0,0,0,0,0,0
Sun 9/24,vsCAR,W37-27,3,7,34,11.3,0,16,0,0,0.0,0,0,0,0,0,0
Sun 9/17,@DET,W37-31 OT,8,10,59,7.4,2,12,0,0,0.0,0,0,0,0,0,0
Sun 9/10,vsLAR,L30-13,2,4,10,5.0,0,5,0,0,0.0,0,0,0,0,0,0
Regular Season Stats,79,122,894,11.3,5,37,0,0,0.0,0,0,0,0,0,0,,
