Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 1/9,vsCHI,W31-17,14,22,250,63.6,11.4,3,0,45,3,142.0,84.9,1,-1,-1.0,0,-1
Sun 12/26,vsLAR,L30-23,27,38,315,71.1,8.3,1,1,34,3,93.6,44.6,4,17,4.3,0,8
Mon 12/20,@CHI,W17-9,12,24,87,50.0,3.6,2,1,18,4,69.3,23.1,2,10,5.0,0,7
Thu 12/9,vsPIT,W36-28,14,31,216,45.2,7.0,2,2,62,0,63.4,32.4,2,14,7.0,0,11
Sun 12/5,@DET,L29-27,30,40,340,75.0,8.5,2,0,48,3,116.7,56.3,2,6,3.0,0,7
Sun 11/28,@SF,L34-26,20,32,238,62.5,7.4,2,1,30,1,93.0,40.4,0,0,0.0,0,0
Sun 11/21,vsGB,W34-31,24,35,341,68.6,9.7,3,0,56,2,128.4,80.7,2,-4,-2.0,0,-2
Sun 11/14,@LAC,W27-20,25,37,294,67.6,7.9,2,0,27,2,109.5,70.4,4,-3,-0.8,0,4
Sun 11/7,@BAL,L34-31 OT,17,28,187,60.7,6.7,2,0,50,0,104.3,74.9,1,1,1.0,1,1
Sun 10/31,vsDAL,L20-16,23,35,184,65.7,5.3,1,0,32,1,88.3,41.3,3,18,6.0,0,13
Sun 10/17,@CAR,W34-28 OT,33,48,373,68.8,7.8,3,0,40,0,112.6,61.6,2,16,8.0,0,16
Sun 10/10,vsDET,W19-17,25,34,275,73.5,8.1,1,1,37,2,94.6,28.6,1,4,4.0,0,4
Sun 10/3,vsCLE,L14-7,20,38,203,52.6,5.3,1,1,31,2,66.0,13.8,2,0,0.0,0,1
Sun 9/26,vsSEA,W30-17,30,38,323,79.0,8.5,3,0,28,1,128.4,95.6,1,2,2.0,0,2
Sun 9/19,@ARI,L34-33,22,32,244,68.8,7.6,3,0,64,1,122.4,84.2,2,35,17.5,0,29
Sun 9/12,@CIN,L27-24 OT,36,49,351,73.5,7.2,2,0,34,3,106.8,56.9,0,0,0.0,0,0
Regular Season Stats,372,561,"4,221",66.3,7.5,33,7,64,28,103.1,58.3,29,115,4.0,1,29,,
