Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Mon 12/20,vsMIN,L17-9,26,39,285,66.7,7.3,1,0,27,3,96.6,21.5,7,35,5.0,0,23
Sun 12/12,@GB,L45-30,18,33,224,54.6,6.8,2,2,54,2,70.8,40.7,9,74,8.2,0,20
Sun 11/21,vsBAL,L16-13,4,11,79,36.4,7.2,0,0,29,2,62.3,9.8,4,23,5.8,0,8
Mon 11/8,@PIT,L29-27,17,29,291,58.6,10.0,1,1,50,3,89.9,64.0,8,45,5.6,0,8
Sun 10/31,vsSF,L33-22,19,27,175,70.4,6.5,1,1,22,4,84.6,72.3,10,103,10.3,1,22
Sun 10/24,@TB,L38-3,22,32,184,68.8,5.8,0,3,22,4,44.3,2.7,8,38,4.8,0,16
Sun 10/17,vsGB,L24-14,16,27,174,59.3,6.4,1,1,21,4,75.2,45.5,6,43,7.2,0,16
Sun 10/10,@LV,W20-9,12,20,111,60.0,5.6,1,0,18,2,91.9,27.1,3,4,1.3,0,3
Sun 10/3,vsDET,W24-14,11,17,209,64.7,12.3,0,1,64,1,82.7,77.2,3,9,3.0,0,11
Sun 9/26,@CLE,L26-6,6,20,68,30.0,3.4,0,0,18,9,41.2,11.7,3,12,4.0,0,7
Sun 9/19,vsCIN,W20-17,6,13,60,46.2,4.6,0,1,21,2,27.7,5.5,10,31,3.1,0,10
Sun 9/12,@LAR,L34-14,2,2,10,100.0,5.0,0,0,9,0,87.5,85.7,1,3,3.0,1,3
Regular Season Stats,159,270,"1,870",58.9,6.9,7,10,64,36,73.2,31.4,72,420,5.8,2,23,,
