Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 1/8,@SEA,L19-16 OT,13,26,147,50.0,5.7,0,1,35,5,51.3,10.2,5,16,3.2,0,11
Sun 1/1,@LAC,L31-10,11,19,132,57.9,6.9,0,0,39,3,79.3,30.6,3,8,2.7,0,6
Sun 12/25,vsDEN,W51-14,24,28,230,85.7,8.2,2,0,22,0,124.7,87.1,2,2,1.0,0,2
Mon 12/19,@GB,L24-12,12,21,111,57.1,5.3,1,1,18,5,67.8,19.5,1,1,1.0,0,1
Thu 12/8,vsLV,W17-16,22,35,230,62.9,6.6,1,0,32,4,91.4,61.1,4,10,2.5,0,6
"Previously with CAR, acquired by LAR",,,,,,,,,,,,,,,,,,
Sun 11/20,@BAL,L13-3,21,33,196,63.6,5.9,0,2,34,4,54.6,21.2,2,12,6.0,0,8
Sun 11/6,@CIN,L42-21,14,20,155,70.0,7.8,2,0,27,0,126.0,83.0,0,0,0.0,0,0
Sun 10/9,vsSF,L37-15,20,36,215,55.6,6.0,0,1,32,4,61.7,22.4,0,0,0.0,0,0
Sun 10/2,vsARI,L26-16,22,36,197,61.1,5.5,1,2,34,2,61.9,8.4,2,0,0.0,0,0
Sun 9/25,vsNO,W22-14,12,25,170,48.0,6.8,1,0,67,3,83.8,11.5,1,-1,-1.0,0,-1
Sun 9/18,@NYG,L19-16,14,29,145,48.3,5.0,1,0,29,2,74.6,14.8,6,35,5.8,0,17
Sun 9/11,vsCLE,L26-24,16,27,235,59.3,8.7,1,1,75,4,84.6,43.4,5,6,1.2,1,7
Regular Season Stats,201,335,"2,163",60.0,6.5,10,8,75,36,79.0,26.3,31,89,2.9,1,17,,
