Date,OPP,Result,CMP,ATT,YDS,CMP%,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG,TD2,LNG2
Sat 10/5,@VAN,L40-35,18,24,310,75.0,1,1,58,2,188.9,77.9,7,10,1.4,1,14
Sat 9/28,vs2UGA,W41-34,27,33,374,81.8,2,1,75,0,191.0,98.5,16,117,7.3,2,36
Sat 9/14,@WIS,W42-10,12,17,196,70.6,3,0,47,1,225.7,89.2,14,75,5.4,2,26
Sat 9/7,vsUSF,W42-16,16,26,194,61.5,2,0,43,3,149.6,38.7,12,2,0.2,2,14
Sat 8/31,vsWKU,W63-0,7,9,200,77.8,3,0,84,1,374.4,99.1,10,79,7.9,2,40
Regular Season Stats,80,109,"1,274",73.4,11,2,84,7,201.2,86.0,59,283,4.8,9,40,,
