Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 1/7,@MIA,W21-14,30,38,359,79.0,9.4,2,2,46,3,101.6,70.9,15,67,4.5,0,15
Sun 12/31,vsNE,W27-21,15,30,169,50.0,5.6,0,1,51,1,53.3,21.8,11,44,4.0,2,19
Sat 12/23,@LAC,W24-22,15,21,237,71.4,11.3,1,1,57,1,104.7,91.6,5,15,3.0,2,6
Sun 12/17,vsDAL,W31-10,7,15,94,46.7,6.3,1,0,24,1,89.3,55.2,8,24,3.0,1,9
Sun 12/10,@KC,W20-17,23,42,233,54.8,5.5,1,1,27,3,68.8,48.5,10,32,3.2,1,8
Sun 11/26,@PHI,L37-34 OT,29,51,339,56.9,6.6,2,1,31,1,82.1,82.5,9,81,9.0,2,19
Sun 11/19,vsNYJ,W32-6,20,32,275,62.5,8.6,3,1,81,1,108.2,56.2,5,15,3.0,0,7
Mon 11/13,vsDEN,L24-22,15,26,177,57.7,6.8,1,2,38,0,59.3,33.0,4,13,3.3,1,6
Sun 11/5,@CIN,L24-18,26,38,258,68.4,6.8,1,1,34,1,85.2,60.1,8,44,5.5,1,11
Thu 10/26,vsTB,W24-18,31,40,324,77.5,8.1,2,1,30,2,106.7,85.8,7,41,5.9,1,13
Sun 10/22,@NE,L29-25,27,41,265,65.9,6.5,2,1,28,1,90.0,73.2,7,17,2.4,1,7
Sun 10/15,vsNYG,W14-9,19,30,169,63.3,5.6,2,1,28,0,86.7,54.1,2,11,5.5,0,6
Sun 10/8,vsJAX,L25-20,27,40,359,67.5,9.0,2,1,48,0,102.0,88.2,4,14,3.5,1,7
NFL London Games,,,,,,,,,,,,,,,,,,
Sun 10/1,vsMIA,W48-20,21,25,320,84.0,12.8,4,0,55,2,158.3,90.5,4,17,4.3,1,11
Sun 9/24,@WSH,W37-3,20,32,218,62.5,6.8,1,1,35,0,79.9,89.5,3,46,15.3,1,23
Sun 9/17,vsLV,W38-10,31,37,274,83.8,7.4,3,0,40,2,124.5,86.5,3,7,2.3,0,3
Mon 9/11,@NYJ,L22-16 OT,29,41,236,70.7,5.8,1,3,26,5,62.7,56.7,6,36,6.0,0,14
Regular Season Stats,385,579,"4,306",66.5,7.4,29,18,81,24,92.2,70.3,111,524,4.7,15,23,,
