Date,OPP,Result,REC,TGTS,YDS,AVG,TD,LNG,CAR,YDS2,AVG2,LNG2,TD2,FUM,LST,FF,KB
Sun 12/30,@LAR,L48-32,9,14,149,16.6,1,43,0,0,0.0,0,0,0,0,0,0
Sun 12/23,vsCHI,L14-9,7,12,74,10.6,0,35,0,0,0.0,0,0,0,0,0,0
Sun 12/16,vsSEA,W26-23 OT,3,8,51,17.0,0,21,0,0,0.0,0,0,0,0,0,0
Sun 12/9,vsDEN,W20-14,7,9,210,30.0,1,85,0,0,0.0,0,0,0,0,0,0
Sun 12/2,@SEA,L43-16,6,9,70,11.7,0,28,0,0,0.0,0,0,0,0,0,0
Sun 11/25,@TB,L27-9,6,13,48,8.0,0,12,1,10,10.0,10,0,0,0,0,0
Mon 11/12,vsNYG,L27-23,9,10,83,9.2,0,22,0,0,0.0,0,0,0,0,-,-
Thu 11/1,vsOAK,W34-3,4,4,108,27.0,1,71,0,0,0.0,0,0,0,0,0,0
Sun 10/28,@ARI,L18-15,5,8,57,11.4,0,20,0,0,0.0,0,0,0,0,0,0
Sun 10/21,vsLAR,L39-10,5,8,98,19.6,1,35,0,0,0.0,0,0,0,0,0,0
Mon 10/15,@GB,L33-30,4,6,30,7.5,0,11,0,0,0.0,0,0,0,0,-,-
Sun 10/7,vsARI,L28-18,5,7,83,16.6,0,45,0,0,0.0,0,0,0,0,0,0
Sun 9/30,@LAC,L29-27,6,8,125,20.8,1,82,0,0,0.0,0,0,0,0,0,0
Sun 9/23,@KC,L38-27,5,7,79,15.8,0,23,0,0,0.0,0,0,0,0,0,0
Sun 9/16,vsDET,W30-27,2,4,22,11.0,0,17,0,0,0.0,0,0,0,0,0,0
Sun 9/9,@MIN,L24-16,5,9,90,18.0,0,36,0,0,0.0,0,0,0,0,0,0
Regular Season Stats,88,136,"1,377",15.6,5,85,1,10,10.0,10,0,0,0,0,0,,
