Date,OPP,Result,REC,TGTS,YDS,AVG,TD,LNG,CAR,YDS2,AVG2,LNG2,TD2,FUM,LST,FF,KB
Sun 1/3,@ARI,W36-6,2,4,36,18.0,0,36,2,7,3.5,8,0,0,0,0,0
Sun 12/27,vsSTL,L23-17,3,7,33,11.0,0,16,0,0,0.0,0,0,0,0,0,0
Sun 12/20,vsCLE,W30-13,5,7,55,11.0,1,27,0,0,0.0,0,0,0,0,0,0
Sun 12/13,@BAL,W35-6,6,7,104,17.3,2,49,0,0,0.0,0,0,0,0,0,0
Sun 12/6,@MIN,W38-7,7,7,90,12.9,0,29,1,7,7.0,7,0,1,0,0,0
Sun 11/29,vsPIT,W39-30,3,3,38,12.7,0,16,0,0,0.0,0,0,0,0,0,0
Sun 11/22,vsSF,W29-13,4,5,48,12.0,2,24,1,5,5.0,5,0,0,0,0,0
Sun 11/15,vsARI,L39-32,1,1,7,7.0,0,7,0,0,0.0,0,0,0,0,0,0
Sun 11/1,@DAL,W13-12,3,4,36,12.0,0,16,0,0,0.0,0,0,0,0,0,0
Thu 10/22,@SF,W20-3,5,5,79,15.8,1,43,0,0,0.0,0,0,0,0,0,0
Sun 10/18,vsCAR,L27-23,0,2,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
Sun 10/11,@CIN,L27-24 OT,2,5,29,14.5,0,22,0,0,0.0,0,0,0,0,0,0
Mon 10/5,vsDET,W13-10,4,5,58,14.5,0,23,1,1,1.0,1,0,1,1,0,0
Sun 9/27,vsCHI,W26-0,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
Sun 9/20,@GB,L27-17,2,2,17,8.5,0,17,0,0,0.0,0,0,0,0,0,0
Sun 9/13,@STL,L34-31 OT,4,4,34,8.5,0,12,0,0,0.0,0,0,0,0,0,0
Regular Season Stats,51,68,664,13.0,6,49,5,20,4.0,8,0,0,0,0,0,,
