Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 1/2,@WSH,W20-16,17,26,214,65.4,8.2,0,0,30,1,90.9,84.1,7,44,6.3,0,22
Sun 12/26,vsNYG,W34-10,17,29,199,58.6,6.9,2,0,46,1,102.5,49.5,2,7,3.5,0,6
Tue 12/21,vsWSH,W27-17,20,26,296,76.9,11.4,1,1,45,3,110.4,35.5,8,38,4.8,2,12
Sun 11/28,@NYG,L13-7,14,31,129,45.2,4.2,0,3,21,1,17.5,20.8,8,77,9.6,0,18
Sun 11/21,vsNO,W40-29,13,24,147,54.2,6.1,0,0,33,3,72.7,72.3,18,69,3.8,3,24
Sun 11/14,@DEN,W30-13,16,23,178,69.6,7.7,2,1,36,2,103.2,66.8,13,55,4.2,0,31
Sun 11/7,vsLAC,L27-24,11,17,162,64.7,9.5,1,0,28,1,115.3,92.7,10,62,6.2,0,12
Sun 10/31,@DET,W44-6,9,14,103,64.3,7.4,0,0,19,0,86.3,95.6,7,71,10.1,0,21
Sun 10/24,@LV,L33-22,18,34,236,52.9,6.9,2,0,27,2,94.7,55.2,13,61,4.7,0,16
Thu 10/14,vsTB,L28-22,12,26,115,46.2,4.4,1,1,25,2,55.8,51.9,10,44,4.4,2,11
Sun 10/10,@CAR,W21-18,22,37,198,59.5,5.4,0,1,53,2,62.7,28.5,9,30,3.3,2,14
Sun 10/3,vsKC,L42-30,32,48,387,66.7,8.1,2,0,37,3,105.1,45.1,8,47,5.9,0,12
Mon 9/27,@DAL,L41-21,25,39,326,64.1,8.4,2,2,41,2,86.1,12.5,9,35,3.9,0,9
Sun 9/19,vsSF,L17-11,12,23,190,52.2,8.3,0,0,91,2,80.0,60.6,10,82,8.2,1,27
Sun 9/12,@ATL,W32-6,27,35,264,77.1,7.5,3,0,28,1,126.4,70.1,7,62,8.9,0,14
Regular Season Stats,265,432,"3,144",61.3,7.3,16,9,91,26,87.2,54.6,139,784,5.6,10,31,,
