Date,OPP,Result,REC,TGTS,YDS,AVG,TD,LNG,CAR,YDS2,AVG2,LNG2,TD2,FUM,LST,FF,KB
Sun 1/3,@SF,W26-23,12,14,90,7.5,2,26,0,0,0.0,0,0,0,0,0,0
Sun 12/27,vsLAR,W20-9,3,5,44,14.7,0,24,0,0,0.0,0,0,0,0,0,0
Sun 12/20,@WSH,W20-15,4,7,34,8.5,0,15,0,0,0.0,0,0,0,0,0,0
Sun 12/13,vsNYJ,W40-3,5,5,52,10.4,0,17,0,0,0.0,0,0,0,0,0,0
Sun 12/6,vsNYG,L17-12,6,9,63,10.5,0,24,0,0,0.0,0,0,1,0,0,0
Mon 11/30,@PHI,W23-17,3,4,23,7.7,0,18,0,0,0.0,0,0,0,0,-,-
Thu 11/19,vsARI,W28-21,9,9,67,7.4,1,11,0,0,0.0,0,0,0,0,0,0
Sun 11/15,@LAR,L23-16,5,9,66,13.2,0,39,0,0,0.0,0,0,0,0,0,0
Sun 11/8,@BUF,L44-34,4,7,40,10.0,0,12,0,0,0.0,0,0,0,0,0,0
Sun 11/1,vsSF,W37-27,4,5,33,8.3,0,12,0,0,0.0,0,0,0,0,0,0
Sun 10/25,@ARI,L37-34 OT,15,20,200,13.3,3,47,0,0,0.0,0,0,0,0,0,0
Sun 10/11,vsMIN,W27-26,4,5,44,11.0,0,17,0,0,0.0,0,0,0,0,0,0
Sun 10/4,@MIA,W31-23,2,4,39,19.5,0,30,0,0,0.0,0,0,0,0,0,0
Sun 9/27,vsDAL,W38-31,9,13,100,11.1,3,43,0,0,0.0,0,0,0,0,0,0
Sun 9/20,vsNE,W35-30,7,8,67,9.6,1,16,0,0,0.0,0,0,0,0,0,0
Sun 9/13,@ATL,W38-25,8,8,92,11.5,0,20,0,0,0.0,0,0,0,0,0,0
Regular Season Stats,100,132,"1,054",10.5,10,47,0,0,0.0,0,0,1,0,0,0,,
