Date,OPP,Result,REC,TGTS,YDS,AVG,TD,LNG,CAR,YDS2,AVG2,LNG2,TD2,FUM,LST,FF,KB
Sun 12/29,@DET,W23-20,4,8,69,17.3,1,28,0,0,0.0,0,0,0,0,0,0
Mon 12/23,@MIN,W23-10,5,9,45,9.0,0,15,0,0,0.0,0,0,0,0,-,-
Sun 12/15,vsCHI,W21-13,2,3,14,7.0,0,10,0,0,0.0,0,0,0,0,0,0
Sun 12/8,vsWSH,W20-15,2,3,19,9.5,0,17,0,0,0.0,0,0,0,0,0,0
Sun 12/1,@NYG,W31-13,3,3,103,34.3,1,43,0,0,0.0,0,0,0,0,0,0
Sun 11/24,@SF,L37-8,1,2,7,7.0,0,7,1,21,21.0,21,0,0,0,0,0
Sun 11/10,vsCAR,W24-16,3,6,27,9.0,0,19,0,0,0.0,0,0,0,0,0,0
Sun 11/3,@LAC,L26-11,3,4,44,14.7,0,17,0,0,0.0,0,0,0,0,0,0
Sun 10/27,@KC,W31-24,5,5,42,8.4,0,14,0,0,0.0,0,0,0,0,0,0
Sun 10/20,vsOAK,W42-24,3,4,42,14.0,0,26,0,0,0.0,0,0,0,0,0,0
Mon 10/14,vsDET,W23-22,4,5,65,16.3,1,35,0,0,0.0,0,0,0,0,0,0
Sun 10/6,@DAL,W34-24,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
Thu 9/26,vsPHI,L34-27,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
Sun 9/22,vsDEN,W27-16,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
Sun 9/15,vsMIN,W21-16,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
Thu 9/5,@CHI,W10-3,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
Regular Season Stats,35,52,477,13.6,3,43,1,21,21.0,21,0,0,0,0,0,,
