Date,OPP,Result,REC,TGTS,YDS,AVG,TD,LNG,CAR,YDS2,AVG2,LNG2,TD2,FUM,LST,FF,KB
Sun 1/8,vsLAR,W19-16 OT,4,7,54,13.5,1,36,0,0,0.0,0,0,0,0,0,0
Sun 1/1,vsNYJ,W23-6,2,2,15,7.5,0,8,0,0,0.0,0,0,0,0,0,0
Thu 12/15,vsSF,L21-13,7,9,68,9.7,0,19,0,0,0.0,0,0,0,0,0,0
Sun 12/11,vsCAR,L30-24,5,9,60,12.0,1,23,0,0,0.0,0,0,0,0,0,0
Sun 12/4,@LAR,W27-23,9,12,128,14.2,1,36,0,0,0.0,0,0,0,0,0,0
Sun 11/27,vsLV,L40-34 OT,3,7,68,22.7,1,35,0,0,0.0,0,0,0,0,0,0
Sun 11/13,vsTB,L21-16,3,5,42,14.0,1,21,0,0,0.0,0,0,0,0,0,0
Sun 11/6,@ARI,W31-21,5,5,67,13.4,1,30,0,0,0.0,0,0,0,0,0,0
Sun 10/30,vsNYG,W27-13,5,8,63,12.6,1,33,0,0,0.0,0,0,1,1,0,0
Sun 10/23,@LAC,W37-23,7,8,45,6.4,0,14,0,0,0.0,0,0,0,0,0,0
Sun 10/16,vsARI,W19-9,2,5,17,8.5,0,10,0,0,0.0,0,0,0,0,0,0
Sun 10/9,@NO,L39-32,5,6,104,20.8,2,40,0,0,0.0,0,0,0,0,0,0
Sun 10/2,@DET,W48-45,6,8,91,15.2,0,34,0,0,0.0,0,0,1,1,0,0
Sun 9/25,vsATL,L27-23,9,11,76,8.4,0,20,0,0,0.0,0,0,0,0,0,0
Sun 9/18,@SF,L27-7,9,11,107,11.9,0,27,0,0,0.0,0,0,0,0,0,0
Mon 9/12,vsDEN,W17-16,3,4,28,9.3,0,17,0,0,0.0,0,0,0,0,0,0
Regular Season Stats,84,117,"1,033",12.3,9,40,0,0,0.0,0,0,2,2,0,0,,
