Date,OPP,Result,REC,TGTS,YDS,AVG,TD,LNG,CAR,YDS2,AVG2,LNG2,TD2,FUM,LST,FF,KB
Sun 1/8,vsARI,W38-13,2,3,20,10.0,0,11,1,4,4.0,4,0,0,0,0,0
Sun 12/11,vsTB,W35-7,4,5,43,10.8,0,18,4,21,5.3,13,1,1,1,0,0
Sun 12/4,vsMIA,W33-17,6,10,58,9.7,0,12,4,5,1.3,9,0,0,0,0,0
Sun 11/27,vsNO,W13-0,3,7,43,14.3,0,20,2,0,0.0,3,0,0,0,0,0
Mon 11/21,vsARI,W38-10,7,9,57,8.1,0,19,3,37,12.3,39,1,0,0,0,0
Sun 11/13,vsLAC,W22-16,2,6,24,12.0,0,16,4,27,6.8,15,0,0,0,0,0
Sun 10/23,vsKC,L44-23,5,7,42,8.4,0,22,1,2,2.0,2,0,0,0,0,0
Sun 10/16,@ATL,L28-14,7,10,79,11.3,0,27,2,11,5.5,7,0,0,0,0,0
Sun 10/9,@CAR,W37-15,2,9,20,10.0,1,16,2,12,6.0,9,0,0,0,0,0
Mon 10/3,vsLAR,W24-9,6,7,115,19.2,1,57,2,2,1.0,1,0,0,0,0,0
Sun 9/25,@DEN,L11-10,5,8,73,14.6,0,32,5,6,1.2,3,0,0,0,0,0
Sun 9/18,vsSEA,W27-7,5,6,44,8.8,0,15,4,53,13.3,51,0,1,0,0,0
Sun 9/11,@CHI,L19-10,2,7,14,7.0,0,8,8,52,6.5,27,1,1,1,0,0
Regular Season Stats,56,94,632,11.3,2,57,42,232,5.5,51,3,3,2,0,0,,
