Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 1/9,vsNYJ,W27-10,24,45,239,53.3,5.3,2,0,28,0,83.5,60.3,5,63,12.6,0,32
Sun 1/2,vsATL,W29-15,11,26,120,42.3,4.6,0,3,15,0,17.0,66.2,15,81,5.4,2,16
Sun 12/26,@NE,W33-21,30,47,314,63.8,6.7,3,0,28,0,104.4,86.7,12,64,5.3,0,25
Sun 12/19,vsCAR,W31-14,19,34,210,55.9,6.2,3,1,28,4,91.5,50.1,3,24,8.0,0,26
Sun 12/12,@TB,L33-27 OT,36,54,308,66.7,5.7,2,1,25,3,86.0,67.8,12,109,9.1,1,23
Mon 12/6,vsNE,L14-10,15,30,145,50.0,4.8,1,0,26,2,75.0,19.4,6,39,6.5,0,21
Thu 11/25,@NO,W31-6,23,28,260,82.1,9.3,4,2,28,2,115.2,83.9,8,43,5.4,0,10
Sun 11/21,vsIND,L41-15,21,35,209,60.0,6.0,2,2,31,1,72.2,49.5,2,18,9.0,0,10
Sun 11/14,@NYJ,W45-17,21,28,366,75.0,13.1,2,1,57,2,125.6,85.5,2,3,1.5,0,4
Sun 11/7,@JAX,L9-6,31,47,264,66.0,5.6,0,2,28,4,62.7,32.4,5,50,10.0,0,22
Sun 10/31,vsMIA,W26-11,29,42,249,69.1,5.9,2,0,20,0,100.2,67.0,8,55,6.9,1,34
Mon 10/18,@TEN,L34-31,35,47,353,74.5,7.5,3,1,31,3,107.8,73.9,9,26,2.9,0,7
Sun 10/10,@KC,W38-20,15,26,315,57.7,12.1,3,0,61,0,139.1,94.3,11,59,5.4,1,22
Sun 10/3,vsHOU,W40-0,20,30,248,66.7,8.3,2,1,37,1,100.4,58.4,6,41,6.8,0,16
Sun 9/26,vsWSH,W43-21,32,43,358,74.4,8.3,4,0,41,0,129.8,85.5,4,9,2.3,1,4
Sun 9/19,@MIA,W35-0,17,33,179,51.5,5.4,2,1,41,1,75.2,75.5,5,35,7.0,0,15
Sun 9/12,vsPIT,L23-16,30,51,270,58.8,5.3,1,0,37,3,79.7,47.8,9,44,4.9,0,11
Regular Season Stats,409,646,"4,407",63.3,6.8,36,15,61,26,92.2,66.3,122,763,6.3,6,34,,
