Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sat 1/7,vsTEN,W20-16,20,32,212,62.5,6.6,1,0,33,1,92.2,45.6,4,-3,-0.8,0,1
Sun 1/1,@HOU,W31-3,17,21,152,81.0,7.2,0,1,30,1,77.0,23.8,2,4,2.0,0,4
Thu 12/22,@NYJ,W19-3,20,31,229,64.5,7.4,0,0,36,1,86.6,64.2,7,51,7.3,1,15
Sun 12/18,vsDAL,W40-34 OT,27,42,318,64.3,7.6,4,1,59,1,109.0,62.0,3,21,7.0,0,11
Sun 12/11,@TEN,W36-22,30,42,368,71.4,8.8,3,0,25,0,121.9,82.9,3,7,2.3,1,7
Sun 12/4,@DET,L40-14,17,31,179,54.8,5.8,1,0,37,2,82.6,44.9,4,32,8.0,0,12
Sun 11/27,vsBAL,W28-27,29,37,321,78.4,8.7,3,0,29,4,129.8,76.4,2,1,0.5,0,1
Sun 11/13,@KC,L27-17,29,40,259,72.5,6.5,2,0,33,5,106.1,63.6,4,26,6.5,0,18
Sun 11/6,vsLV,W27-20,25,31,235,80.7,7.6,1,0,23,0,109.0,85.8,6,53,8.8,0,24
Sun 10/30,vsDEN,L21-17,18,31,133,58.1,4.3,1,2,25,2,52.2,10.8,3,15,5.0,0,9
Sun 10/23,vsNYG,L23-17,22,43,310,51.2,7.2,0,0,34,0,74.8,38.7,4,3,0.8,1,1
Sun 10/16,@IND,L34-27,20,22,165,90.9,7.5,1,0,22,4,113.1,65.5,6,23,3.8,2,13
Sun 10/9,vsHOU,L13-6,25,47,286,53.2,6.1,0,2,37,0,54.0,30.6,4,29,7.3,0,12
Sun 10/2,@PHI,L29-21,11,23,174,47.8,7.6,2,1,45,4,84.3,11.4,2,7,3.5,0,7
Sun 9/25,@LAC,W38-10,28,39,262,71.8,6.7,3,0,35,0,115.5,73.4,3,7,2.3,0,6
Sun 9/18,vsIND,W24-0,25,30,235,83.3,7.8,2,0,26,0,121.5,95.9,3,11,3.7,0,8
Sun 9/11,@WSH,L28-22,24,42,275,57.1,6.5,1,1,49,2,75.0,52.8,2,4,2.0,0,6
Regular Season Stats,387,584,"4,113",66.3,7.0,25,8,59,27,95.2,56.1,62,291,4.7,5,24,,
