Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 12/13,vsPIT,L33-20,3,5,59,60.0,11.8,0,1,24,0,61.7,0.5,0,0,0.0,0,0
Sun 12/6,@CLE,W37-3,14,19,220,73.7,11.6,2,0,57,1,146.8,81.7,4,11,2.8,1,4
Sun 11/29,vsSTL,W31-7,20,27,233,74.1,8.6,3,1,45,0,121.4,92.2,2,4,2.0,0,5
Sun 11/22,@ARI,L34-31,22,39,315,56.4,8.1,2,0,42,4,99.8,66.3,8,34,4.3,0,12
Mon 11/16,vsHOU,L10-6,22,38,197,57.9,5.2,0,1,26,4,61.0,40.6,4,31,7.8,0,11
Thu 11/5,vsCLE,W31-10,21,27,234,77.8,8.7,3,0,29,2,139.8,63.6,6,5,0.8,0,6
Sun 11/1,@PIT,W16-10,23,38,231,60.5,6.1,1,2,38,3,64.7,37.6,6,4,0.7,0,5
Sun 10/18,@BUF,W34-21,22,33,243,66.7,7.4,3,0,42,0,118.6,92.4,3,-2,-0.7,0,0
Sun 10/11,vsSEA,W27-24 OT,30,44,331,68.2,7.5,2,1,44,4,95.9,69.9,7,18,2.6,1,6
Sun 10/4,vsKC,W36-21,17,24,321,70.8,13.4,1,0,55,0,127.1,95.7,3,16,5.3,0,8
Sun 9/27,@BAL,W28-24,20,32,383,62.5,12.0,3,1,80,2,122.3,91.1,5,10,2.0,1,7
Sun 9/20,vsSD,W24-19,16,26,214,61.5,8.2,3,0,45,0,126.1,64.6,5,10,2.0,0,6
Sun 9/13,@OAK,W33-13,25,34,269,73.5,7.9,2,0,31,0,115.9,83.2,4,1,0.3,0,3
Regular Season Stats,255,386,"3,250",66.1,8.4,25,7,80,20,60.4,72.5,57,142,2.5,3,12,,
