Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 1/1,vsIND,W38-10,19,24,177,79.2,7.4,2,0,28,0,125.2,97.0,11,91,8.3,2,25
Sat 12/24,@MIN,L27-24,30,42,334,71.4,8.0,1,1,33,3,92.8,59.1,4,34,8.5,0,14
Sun 12/18,@WSH,W20-12,21,32,160,65.6,5.0,0,0,19,0,77.6,76.8,10,35,3.5,0,10
Sun 12/11,vsPHI,L48-22,18,27,169,66.7,6.3,1,0,37,4,96.1,77.0,4,26,6.5,1,17
Sun 12/4,vsWSH,T20-20 OT,25,31,200,80.7,6.5,1,0,55,4,104.3,32.5,12,71,5.9,0,21
Thu 11/24,@DAL,L28-20,21,35,228,60.0,6.5,1,0,44,3,88.8,60.9,3,14,4.7,0,8
Sun 11/20,vsDET,L31-18,27,44,341,61.4,7.8,1,2,24,2,74.1,41.7,7,50,7.1,1,15
Sun 11/13,vsHOU,W24-16,13,17,197,76.5,11.6,2,0,54,3,153.3,84.7,5,24,4.8,0,11
Sun 10/30,@SEA,L27-13,17,31,176,54.8,5.7,0,0,27,5,71.4,27.8,6,20,3.3,0,6
Sun 10/23,@JAX,W23-17,19,30,202,63.3,6.7,1,0,32,1,94.0,88.2,11,107,9.7,1,24
Sun 10/16,vsBAL,W24-20,19,27,173,70.4,6.4,2,0,18,4,112.1,73.9,6,6,1.0,0,4
Sun 10/9,vsGB,W27-22,21,27,217,77.8,8.0,0,0,41,1,100.2,76.2,10,37,3.7,0,14
Sun 10/2,vsCHI,W20-12,8,13,71,61.5,5.5,0,0,18,1,76.1,88.8,6,68,11.3,2,21
Mon 9/26,vsDAL,L23-16,20,37,196,54.1,5.3,0,1,21,5,57.9,48.4,9,79,8.8,0,17
Sun 9/18,vsCAR,W19-16,22,34,176,64.7,5.2,1,0,24,3,87.4,35.5,10,21,2.1,0,11
Sun 9/11,@TEN,W21-20,17,21,188,81.0,9.0,2,1,65,5,115.9,24.4,6,25,4.2,0,11
Regular Season Stats,317,472,"3,205",67.2,6.8,15,5,65,44,92.5,62.9,120,708,5.9,7,25,,
