Date,OPP,Result,CAR,YDS,AVG,TD,LNG,REC,TGTS,YDS2,AVG2,TD2,LNG2,FUM,LST,FF,KB
Sun 10/31,@IND,W34-31 OT,28,68,2.4,0,9,0,0,0,0.0,0,0,1,0,0,0
Sun 10/24,vsKC,W27-3,29,86,3.0,0,11,2,2,16,8.0,0,13,0,0,-,-
Mon 10/18,vsBUF,W34-31,20,143,7.2,3,76,2,3,13,6.5,0,9,0,0,-,-
Sun 10/10,@JAX,W37-19,29,130,4.5,3,15,0,0,0,0.0,0,0,0,0,-,-
Sun 10/3,@NYJ,L27-24 OT,33,157,4.8,1,22,2,2,20,10.0,0,16,0,0,-,-
Sun 9/26,vsIND,W25-16,28,113,4.0,0,19,3,3,31,10.3,0,14,0,0,-,-
Sun 9/19,@SEA,W33-30 OT,35,182,5.2,3,60,6,6,55,9.2,0,15,0,0,-,-
Sun 9/12,vsARI,L38-13,17,58,3.4,0,19,3,4,19,6.3,0,8,0,0,-,-
Regular Season Stats,219,937,4.3,10,76,18,20,154,8.6,0,16,1,0,-,-,,
