Date,OPP,Result,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG2,TD2,LNG2
Sun 12/30,vsDET,L31-0,3,5,26,60.0,5.2,0,0,16,1,73.8,0.6,0,0,0.0,0,0
Sun 12/23,@NYJ,W44-38 OT,37,55,442,67.3,8.0,2,0,49,4,103.8,82.6,5,32,6.4,2,23
Sun 12/16,@CHI,L24-17,25,42,274,59.5,6.5,0,1,28,5,68.9,57.2,3,25,8.3,0,10
Sun 12/9,vsATL,W34-20,21,32,196,65.6,6.1,2,0,24,4,103.1,70.6,3,44,14.7,0,21
Sun 12/2,vsARI,L20-17,31,50,233,62.0,4.7,1,0,19,1,79.8,64.4,3,20,6.7,0,11
Sun 11/25,@MIN,L24-17,17,28,198,60.7,7.1,1,0,36,4,94.0,30.6,0,0,0.0,0,0
Thu 11/15,@SEA,L27-24,21,30,332,70.0,11.1,2,0,57,5,128.8,75.5,1,3,3.0,0,3
Sun 11/11,vsMIA,W31-12,19,28,199,67.9,7.1,2,0,30,2,112.1,39.1,6,21,3.5,0,9
Sun 11/4,@NE,L31-17,24,43,259,55.8,6.0,2,0,51,1,89.2,55.8,4,8,2.0,0,6
Sun 10/28,@LAR,L29-27,18,30,286,60.0,9.5,1,0,48,3,102.9,59.1,1,5,5.0,0,5
Mon 10/15,vsSF,W33-30,25,46,425,54.4,9.2,2,0,60,3,100.4,45.2,3,34,11.3,0,21
Sun 10/7,@DET,L31-23,32,52,442,61.5,8.5,3,0,54,4,108.0,63.7,3,10,3.3,0,6
Sun 9/30,vsBUF,W22-0,22,40,298,55.0,7.5,1,1,43,2,76.9,61.5,5,31,6.2,0,15
Sun 9/23,@WSH,L31-17,27,44,265,61.4,6.0,2,0,64,4,93.5,45.2,2,13,6.5,0,10
Sun 9/16,vsMIN,T29-29 OT,30,42,281,71.4,6.7,1,0,34,4,97.4,55.5,3,8,2.7,0,7
Sun 9/9,vsCHI,W24-23,20,30,286,66.7,9.5,3,0,75,2,130.7,52.6,1,15,15.0,0,15
Regular Season Stats,372,597,"4,442",62.3,7.4,25,2,75,49,56.3,58.0,43,269,6.3,2,23,,
