Date,OPP,Result,REC,TGTS,YDS,AVG,TD,LNG,CAR,YDS2,AVG2,LNG2,TD2,FUM,LST,FF,KB
Sun 1/9,@LAR,W27-24 OT,5,7,10,2.0,0,6,0,0,0.0,0,0,0,0,0,0
Sun 1/2,vsHOU,W23-7,1,2,29,29.0,0,29,1,6,6.0,6,0,0,0,-,-
Thu 12/23,@TEN,L20-17,2,3,21,10.5,0,16,0,0,0.0,0,0,0,0,-,-
Sun 12/19,vsATL,W31-13,6,6,93,15.5,0,28,0,0,0.0,0,0,0,0,-,-
Sun 12/12,@CIN,W26-23 OT,13,15,151,11.6,1,21,0,0,0.0,0,0,0,0,-,-
Sun 12/5,@SEA,L30-23,9,12,181,20.1,2,48,1,5,5.0,5,0,0,0,-,-
Sun 11/28,vsMIN,W34-26,1,2,13,13.0,0,13,0,0,0.0,0,0,0,0,-,-
Sun 11/21,@JAX,W30-10,4,4,34,8.5,1,13,0,0,0.0,0,0,0,0,-,-
Mon 11/15,vsLAR,W31-10,5,7,50,10.0,1,18,0,0,0.0,0,0,0,0,-,-
Sun 11/7,vsARI,L31-17,6,8,101,16.8,1,29,0,0,0.0,0,0,1,1,-,-
Sun 10/3,vsSEA,L28-21,4,10,40,10.0,0,18,0,0,0.0,0,0,0,0,-,-
Sun 9/26,vsGB,L30-28,7,9,92,13.1,0,39,1,9,9.0,9,0,0,0,0,0
Sun 9/19,@PHI,W17-11,4,4,17,4.3,0,8,0,0,0.0,0,0,1,0,-,-
Sun 9/12,@DET,W41-33,4,5,78,19.5,0,35,0,0,0.0,0,0,0,0,-,-
Regular Season Stats,71,94,910,12.8,6,48,3,20,6.7,9,0,2,1,0,0,,
