Date,OPP,Result,CMP,ATT,YDS,CMP%,TD,INT,LNG,SACK,RTG,QBR,CAR,YDS2,AVG,TD2,LNG2
Sat 11/13,vsNMSU,W59-3,2,5,17,40.0,0,0,9,1,68.6,40.6,5,26,5.2,0,15
Sat 9/25,vsUSM,W63-14,1,1,24,100.0,1,0,24,0,631.6,98.3,2,5,2.5,0,3
Sat 9/11,vsMER,W48-14,0,1,0,0.0,0,0,0,1,0.0,91.2,7,33,4.7,0,14
Sat 9/4,vs14MIA,W44-13,0,0,0,0.0,0,0,0,0,0.0,0.0,1,-7,-7.0,0,0
Chick-fil-A Kickoff Game,,,,,,,,,,,,,,,,,
Regular Season Stats,3,7,41,42.9,1,0,24,2,139.2,73.9,15,57,3.8,0,15,,
