Date,OPP,Result,CAR,YDS,AVG,TD,LNG,REC,TGTS,YDS2,AVG2,TD2,LNG2,FUM,LST,FF,KB
Sun 10/6,@CIN,W41-38 OT,15,92,6.1,1,51,1,1,4,4.0,0,4,0,0,0,0
Sun 9/29,vsBUF,W35-10,24,199,8.3,1,87,3,3,10,3.3,1,5,1,0,0,0
Sun 9/22,@DAL,W28-25,25,151,6.0,2,29,1,1,23,23.0,0,23,0,0,0,0
Sun 9/15,vsLV,L26-23,18,84,4.7,1,29,1,1,12,12.0,0,12,0,0,0,0
Thu 9/5,@KC,L27-20,13,46,3.5,1,9,0,2,0,0.0,0,0,0,0,0,0
Regular Season Stats,95,572,6.0,6,87,6,8,49,8.2,1,23,1,0,-,-,,
